地區,大廈名單,最後個案居住日期,相關疑似/確診個案
沙田,新田圍邨豐圍樓,,716
東區,城市花園1座,,717
觀塘,安達邨賢達樓,,718
南區,貝沙灣南灣四期1座,,719
大埔,逸瓏灣二期10座,,720
中西區,瀚然,,721
南區,香港瑞思酒店,,722
東區,嘉亨灣1座,,723
西貢,清水灣半島7座,,724
西貢,清水灣半島7座,,725
沙田,雅景臺3座,,726
南區,石排灣邨碧銀樓,,727
南區,香港瑞思酒店,,728
元朗,廈村市,,729
元朗,Park Yoho Genova 30A座,,730
觀塘,觀塘帝盛酒店,,731
深水埗,泓景臺6座,,732
油尖旺,尖沙咀香港華麗酒店,,733
離島,逸東(二)邨悅逸樓,,734
灣仔,藍塘道12-22號友誼大廈,,735
東區,柏匯,,736
中西區,殷樺花園1期,,737
中西區,恒龍閣,,739
中西區,譽皇居,,740
葵青,長宏邨宏毅樓,,741
灣仔,愉富大廈A座,,742
離島,東環2B座,,743
九龍城,嘉樂閣,,745
九龍城,差館里35號,,746
離島,東環1A座,,747
南區,海怡半島美華閣,,748
離島,藍天海岸3期影岸‧紅A座,,749
東區,東旭苑東曉閣,,750
中西區,帝后華庭2座,,751
荃灣,荃灣中心天津樓,,752
離島,逸泰居,,753
西貢,厚德邨德富樓,,754
黃大仙,安強大樓,,755
油尖旺,豪華閣,,756
九龍城,東禧閣,,757
油尖旺,豐樂大廈,,758
觀塘,秀茂坪邨秀緻樓,,759
灣仔,益誠大廈,,760
屯門,雍景園,,761
離島,愉景灣碧濤海馬徑10號,,764
南區,雅致洋房5座,,765
荃灣,海濱花園海觀閣,,767
灣仔,V Happy Valley,,768
黃大仙,萬義大廈,,769
黃大仙,譽‧港灣8座,,770
油尖旺,擎天半島1座,,771
西貢,逸瓏海滙3座,,772
南區,曼克頓花園C座,,773
九龍城,紅磡海韻軒1座,,774
大埔,普益里10號,,775
油尖旺,御金國峰3座,,776
油尖旺,香港基督教青年會,,777
西貢,蠔涌新村,,778
沙田,樂山,,779
南區,香港海洋公園萬豪酒店,,780
南區,華貴邨華善樓,,781
元朗,錦繡花園,,782
沙田,名城第三期一座,,783
葵青,藍澄灣1座,,784
荃灣,綠楊新邨B座,,785
油尖旺,旺角帝盛酒店,,786
九龍城,黃埔花園銀竹苑9座,,787
九龍城,One Lasalle,,788
九龍城,啟德一號一座,,789
東區,新威園B座,,790
九龍城,半山壹號37座,,791
深水埗,樂年花園5座,,792
南區,旭逸居2座,,793
北區,粉嶺名都5座,,794
東區,太古城綠楊閣,,795
東區,興華(二)邨和興樓,,796
西貢,井欄樹村,,797
中西區,富山苑,,798
中西區,香港萬怡酒店,,799
葵青,荃灣帝盛酒店,,800
灣仔,駱克道292號,,801
葵青,葵康苑葵逸閣,,802
灣仔,會景閣,,804
灣仔,愉富大廈A座,,805
灣仔,景香樓,,806
中西區,羲皇台8座,,807
元朗,錦繡花園I段第五街,,808
葵青,華荔邨賞荔樓,,809
沙田,水泉澳邨明泉樓,,811
中西區,花園台1座,,812
離島,映灣園10座,,813
西貢,沙角尾村,,814
葵青,長康邨康和樓,,815
西貢,康盛花園2座,,816
中西區,瀚然,,817
中西區,靜安居,,818
灣仔,灣仔帝盛酒店,,819
南區,嘉隆苑嘉傑閣,,820
灣仔,香港諾富特世紀酒店,,821
南區,南濤閣1座,,822
中西區,怡廬,,823
西貢,黃竹山新村柳濤軒,,824
灣仔,香港諾富特世紀酒店,,825
中西區,香港華美達海景酒店,,826
油尖旺,重慶大廈A座,,827
九龍城,景山閣,,828
九龍城,景山閣,,829
黃大仙,峻弦五座,,830
中西區,蘭桂坊酒店,,832
荃灣,豪景花園二座,,833
南區,陽明山莊十四座,,834
西貢,寶盈花園7座,,835
灣仔,Resiglow,,836
灣仔,恆信大廈,,838
油尖旺,旺角維景酒店,,839
觀塘,平田邨平善樓,,840
沙田,雲端,,843
九龍城,差館里35號,,844
油尖旺,佐敦道38號,,845
觀塘,麗港城2座,,846
中西區,普頓臺,,847
葵青,葵涌邨秋葵樓,,848
灣仔,駱克道292號,,849
離島,愉景灣海燕徑,,850
九龍城,One Homantin 2座,,851
中西區,香港華大盛品酒店,,852
灣仔,龍濤苑1座,,853
觀塘,高翔苑高鳳閣,,854
北區,軍地簡頭村,,855
元朗,水邊圍邨泉水樓,,856
灣仔,騰黃閣,,857
北區,龍豐花園B座,,858
北區,龍豐花園B座,,859
北區,龍豐花園B座,,860
九龍城,豪門,,862
西貢,尚德邨尚仁樓,,863
中西區,玫瑰別墅,,865
中西區,宏基國際賓館,,866
葵青,荃灣帝盛酒店,,867
沙田,美城苑暉城閣,,868
灣仔,翠谷樓,,869
大埔,企嶺下新圍,,870
葵青,荃灣絲麗酒店,,871
屯門,兆山苑杏景閣,,872
中西區,寶德臺,,873
灣仔,灣仔帝盛酒店,,874
油尖旺,金堂大廈,,875
元朗,嘉湖山莊樂湖居4座,,876
離島,觀港樓,,878
觀塘,麗港城4座,,879
灣仔,Tagus Residences,,881
西貢,企壁山,,882
灣仔,藍塘別墅,,883
觀塘,彩德邨彩誠樓,,884
中西區,滿峯台B座,,885
東區,華美達盛景酒店,,886
屯門,錦發大廈,,887
九龍城,都會軒2座,,888
南區,下碧瑤灣33座,,889
沙田,翠湖花園C座,,890
九龍城,東禧閣,,891
灣仔,柏寧酒店,,892
元朗,加州花園(1期C)偉仕居紫蘭徑,,893
中西區,寶德臺,,894
九龍城,金城大廈,,895
沙田,名城2期1座,,896
中西區,縉城峰2座,,897
北區,下山雞乙,,898
中西區,Lexington Hill,,899
中西區,雍景臺,,900
灣仔,永富苑,,901
元朗,仁壽圍,,902
西貢,寶盈花園7座,,903
屯門,新墟村,,905
九龍城,愛民邨昭民樓,,912
九龍城,愛民邨昭民樓,,913
觀塘,高翔苑高靜閣,,914
九龍城,北帝街123號,,915
油尖旺,香港旺角智選假日酒店,,廣東省衞健委通報的個案
中西區,弓絃巷40-42號,,916
南區,海怡半島4座,,917
油尖旺,美麗都大廈福建酒店,,918
西貢,茅莆路,,919
灣仔,灣仔帝盛酒店,,920
油尖旺,瓏璽6B座,,921
元朗,錦田吉慶圍,,922
沙田,湖景花園 (洋房區),,923
觀塘,秀茂坪邨秀緻樓,,924
九龍城,九龍城德朗邨德璋樓,,925
元朗,天澤邨澤輝樓,,926
葵青,葵涌邨綠葵樓,,928
灣仔,益誠樓,,929
東區,華裕閣,,932
油尖旺,廟街109號,,933
元朗,錦綉花園C段5街,,934
南區,舂坎角道,,935
沙田,顯徑邨顯貴樓,,936
油尖旺,旺角帝盛酒店,,廣東省衞健委通報的個案
中西區,香港萬怡酒店,,廣東省衞健委通報的個案
灣仔,嘉薈軒,,937
中西區,德輔道西288號,,938
西貢,坑口村,,939
西貢,早禾居,,940
荃灣,豪景花園2座,,943
屯門,富泰村健泰樓,,944
北區,海禧華庭2座,,945
離島,藍天海岸6座,,946
中西區,明珠台D座,,947
灣仔,柏寧酒店,,948
油尖旺,帝國酒店,,949
油尖旺,恆豐酒店,,949
元朗,蕃田村,,950
中西區,縉城峰2座,,953
東區,新翠花園6座,,954
元朗,大井圍村,,955
屯門,海景花園8座,,956
東區,華裕閣,,957
東區,華裕閣,,958
荃灣,荃灣絲麗酒店,,959
觀塘,油塘工業城B1座,,960
油尖旺,華寶大廈,,961
東區,太古城金殿台漢宮閣,,962
東區,華美達盛景酒店,,963
九龍城,新德園,,964
中西區,禧福道1號新德園,,965
油尖旺,瓏璽6B座,,966
中西區,文咸東街127號萬和閣,,968
觀塘,滙景花園2座,,969
葵青,荃灣帝盛酒店,,970
離島,愉景灣朝暉徑,,971
油尖旺,漆咸道南83-85號金德大廈,,972
中西區,皇后大道中273-277號禧利大廈,,973
九龍城,東禧閣,,974
大埔,龍成堡,,975
元朗,十八鄉東頭村,,976
荃灣,珀麗灣30座,,977
中西區,Branksome Grande,,978
灣仔,V Wanchai,,979
大埔,滌濤山,,981
沙田,駿景園6座,,982
觀塘,秀茂坪邨秀程樓,,983
離島,愉景灣倚濤軒,,984
油尖旺,君匯港1座,,985
中西區,宏基國際賓館,,987
沙田,雲疊花園2座,,988
九龍城,太子道西226號皇子大廈,,989
中西區,君珀,,990
油尖旺,香港基督教青年會,,992
中西區,花園台3座,,993
元朗,田心村,,996
沙田,雲端,,997
元朗,十八鄉東頭村,,998
中西區,香港萬怡酒店,,1000
中西區,碧雲樓,,1001
屯門,松苑1座,,1002
元朗,仁壽圍,,1003
葵青,大窩口邨富泰樓,,1004
屯門,海景花園8座,,1005
沙田,雲疊花園2座,,1007
中西區,花園台3座,,1009
屯門,星堤11座,,1013
葵青,荃灣絲麗酒店,,1015
灣仔,太極軒138,,1017
中西區,中國銀行大廈(非住宅),18/03/2020,"106, 183, 204"
沙田,中建電信大廈(非住宅),18/03/2020,"191, 217, 373"
中西區,花園道中國工商銀行大廈(非住宅),18/03/2020,"195, 339"
離島,東堤灣畔(非住宅),19/03/2020,"212, 271"
深水埗,昌隆工業大廈(非住宅),19/03/2020,"291, 312, 372, 391, 429"
中西區,荷李活道97號(非住宅),20/03/2020,"266, 319"
中西區,荷李活道62號(非住宅),20/03/2020,"266, 342"
油尖旺,文遜大厦(非住宅),20/03/2020,"428, 855"
中西區,華懋廣場II期(非住宅),22/03/2020,"563, 683"
中西區,好利商業大廈(非住宅),24/03/2020,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
灣仔,謝斐道76號(非住宅),24/03/2020,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
油尖旺,諾士佛臺9號(非住宅),24/03/2020,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906, 998"
油尖旺,諾士佛臺10-11號(非住宅),24/03/2020,"483, 516"
油尖旺,明華廣場(非住宅),24/03/2020,"567, 842"
油尖旺,加拿分道25號(非住宅),24/03/2020,"662, 687, 702, 704, 705, 758, 759"
灣仔,樂聲大廈(非住宅),25/03/2020,"903, 923, 925, 932, 954"
灣仔,盧押道23號(非住宅),26/03/2020,"682, 857"
灣仔,謝斐道82號(非住宅),27/03/2020,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
油尖旺,國際廣場(非住宅),28/03/2020,"504, 756"
油尖旺,諾士佛臺10號(非住宅),28/03/2020,"567, 842"
油尖旺,K11 Musea(非住宅),28/03/2020,"687, 702, 704, 705, 758, 759"
南區,業勤街23號(非住宅),28/03/2020,"719, 801, 849"
灣仔,養和醫院(非住宅),01/04/2020,799
沙田,仁安醫院(非住宅),01/04/2020,799
灣仔,養和醫院(非住宅),01/04/2020,830
中西區,金鐘廊(非住宅),01/04/2020,863
灣仔,會展商場(非住宅),01/04/2020,865
灣仔,York Place(非住宅),01/04/2020,923
東區,環翠邨貴翠樓(非住宅),01/04/2020,954
深水埗,石硤尾報案中心及西九龍機動部隊行動基地(非住宅),01/04/2020,"663, 854"
東區,華蘭中心(非住宅),01/04/2020,"801, 960"
北區,祥華商場(非住宅),02/04/2020,855
中西區,威靈頓街50號(非住宅),02/04/2020,865
灣仔,軒尼詩道38-46號(非住宅),02/04/2020,923
油尖旺,永安廣場(非住宅),02/04/2020,923
觀塘,宏昌工業大廈(非住宅),02/04/2020,932
灣仔,白建時道(非住宅),02/04/2020,935
中西區,李寶椿大廈(非住宅),02/04/2020,961
灣仔,登龍街1-29號(非住宅),03/04/2020,865
元朗,天耀商場(非住宅),03/04/2020,876
灣仔,謝斐道110-116號(非住宅),03/04/2020,923
中西區,永恒商業大廈(非住宅),03/04/2020,957
油尖旺,基督教協進大廈(非住宅),03/04/2020,961
灣仔,利園一期(非住宅),03/04/2020,968
灣仔,利園二期(非住宅),03/04/2020,972
灣仔,告士打道88號(非住宅),03/04/2020,"923, 925"
中西區,信德中心(非住宅),04/04/2020,"923, 932"
九龍城,晴朗商場(非住宅),05/04/2020,925
荃灣,川龍村57-58號(非住宅),05/04/2020,936
油尖旺,銀行中心廣場(非住宅),05/04/2020,936
沙田,新城市廣場(非住宅),05/04/2020,936
油尖旺,新世紀廣場(非住宅),05/04/2020,936
北區,彩園邨彩珠樓(非住宅),05/04/2020,945
東區,柴灣市政大廈柴灣街市(非住宅),05/04/2020,958
灣仔,皇室堡(非住宅),05/04/2020,"903, 925, 944"
灣仔,香港港安醫院(非住宅),06/04/2020,935
北區,石湖墟市政大廈(非住宅),06/04/2020,945
北區,海聯廣場(非住宅),06/04/2020,945
東區,漁灣街市(非住宅),06/04/2020,958
東區,漁灣邨行政大樓(非住宅),06/04/2020,958
觀塘,大本型(非住宅),06/04/2020,960
中西區,文咸東街121號(非住宅),06/04/2020,971
灣仔,英皇集團中心(非住宅),06/04/2020,972
中西區,萬邦行(非住宅),06/04/2020,978
黃大仙,八達工業大廈(非住宅),06/04/2020,978
中西區,置地文華東方酒店(非住宅),06/04/2020,978
油尖旺,新東海商業中心(非住宅),07/04/2020,955
九龍城,又一城(非住宅),07/04/2020,955
中西區,皇后大道中 176號(非住宅),07/04/2020,972
中西區,中保集團大廈(非住宅),07/04/2020,972
中西區,皇后大道中9號(非住宅),07/04/2020,972
元朗,嘉湖新北江商場(非住宅),07/04/2020,996
油尖旺,金德大廈(非住宅),08/04/2020,972
油尖旺,赫德道8號(非住宅),08/04/2020,972
中西區,環球大廈(非住宅),08/04/2020,981
元朗,百宜樓(非住宅),08/04/2020,996
元朗,安寧大廈(非住宅),08/04/2020,996
元朗,+WOO 嘉湖(非住宅),09/04/2020,976
屯門,黃金海岸鄉村俱樂部．遊艇會(非住宅),12/04/2020,1013
灣仔,養和醫院(非住宅),12/04/2020,1013
