As of date,As of time,Other countries/areas,Number of cases/confirmed cases,Number of deaths among confirmed cases,Remark
06/02/2020,9:00,Italy,2,,
06/02/2020,9:00,United Kingdom,2,,
06/02/2020,9:00,Russia,2,,
06/02/2020,9:00,Sweden,1,,
06/02/2020,9:00,Spain,1,,
06/02/2020,9:00,Belgium,1,,
06/02/2020,18:00,Hong Kong Special Administrative Region,22,,
06/02/2020,18:00,Macao Special Administrative Region,10,,
06/02/2020,18:00,Taiwan,13,,
06/02/2020,18:00,Japan,41,,Excluded 5 asymptomatic cases
06/02/2020,18:00,Korea,23,,
06/02/2020,18:00,Thailand,25,,
06/02/2020,18:00,Singapore,28,,
06/02/2020,18:00,Vietnam,10,,
06/02/2020,18:00,Nepal,1,,
06/02/2020,18:00,Malaysia,12,,
06/02/2020,18:00,United States,12,,
06/02/2020,18:00,Australia,14,,
06/02/2020,18:00,France,6,,
06/02/2020,18:00,Canada,5,,
06/02/2020,18:00,Germany,10,,Excluded 2 asymptomatic cases
06/02/2020,18:00,Sri Lanka,1,,
06/02/2020,18:00,Cambodia,1,,
06/02/2020,18:00,United Arab Emirates,5,,
06/02/2020,18:00,Finland,1,,
06/02/2020,18:00,The Philippines,3,,
06/02/2020,18:00,India,3,,
06/02/2020,18:00,Italy,2,,
06/02/2020,18:00,United Kingdom,2,,
06/02/2020,18:00,Russia,2,,
06/02/2020,18:00,Sweden,1,,
06/02/2020,18:00,Spain,1,,
06/02/2020,18:00,Belgium,1,,
07/02/2020,9:00,Hong Kong Special Administrative Region,24,,
07/02/2020,9:00,Macao Special Administrative Region,10,,
07/02/2020,9:00,Taiwan,16,,
07/02/2020,9:00,Japan,41,,Excluded 4 asymptomatic cases
07/02/2020,9:00,Korea,23,,
07/02/2020,9:00,Thailand,25,,
07/02/2020,9:00,Singapore,30,,
07/02/2020,9:00,Vietnam,12,,
07/02/2020,9:00,Nepal,1,,
07/02/2020,9:00,Malaysia,12,,
07/02/2020,9:00,United States,12,,
07/02/2020,9:00,Australia,15,,
07/02/2020,9:00,France,6,,
07/02/2020,9:00,Canada,5,,
07/02/2020,9:00,Germany,11,,Excluded 2 asymptomatic cases
07/02/2020,9:00,Sri Lanka,1,,
07/02/2020,9:00,Cambodia,1,,
07/02/2020,9:00,United Arab Emirates,5,,
07/02/2020,9:00,Finland,1,,
07/02/2020,9:00,The Philippines,3,,
07/02/2020,9:00,India,3,,
07/02/2020,9:00,Italy,2,,
07/02/2020,9:00,United Kingdom,3,,
07/02/2020,9:00,Russia,2,,
07/02/2020,9:00,Sweden,1,,
07/02/2020,9:00,Spain,1,,
07/02/2020,9:00,Belgium,1,,
07/02/2020,18:00,Hong Kong Special Administrative Region,25,,
07/02/2020,18:00,Macao Special Administrative Region,10,,
07/02/2020,18:00,Taiwan,16,,
07/02/2020,18:00,Japan,21,,Excluded 4 asymptomatic cases;61 cases were confirmed among passengers in the cruise ship
07/02/2020,18:00,Korea,24,,
07/02/2020,18:00,Thailand,25,,
07/02/2020,18:00,Singapore,30,,
07/02/2020,18:00,Vietnam,12,,
07/02/2020,18:00,Nepal,1,,
07/02/2020,18:00,Malaysia,15,,
07/02/2020,18:00,United States,12,,
07/02/2020,18:00,Australia,15,,
07/02/2020,18:00,France,6,,
07/02/2020,18:00,Canada,5,,
07/02/2020,18:00,Germany,11,,Excluded 2 asymptomatic cases
07/02/2020,18:00,Sri Lanka,1,,
07/02/2020,18:00,Cambodia,1,,
07/02/2020,18:00,United Arab Emirates,5,,
07/02/2020,18:00,Finland,1,,
07/02/2020,18:00,The Philippines,3,,
07/02/2020,18:00,India,3,,
07/02/2020,18:00,Italy,3,,
07/02/2020,18:00,United Kingdom,3,,
07/02/2020,18:00,Russia,2,,
07/02/2020,18:00,Sweden,1,,
07/02/2020,18:00,Spain,1,,
07/02/2020,18:00,Belgium,1,,
08/02/2020,9:00,Hong Kong Special Administrative Region,26,,
08/02/2020,9:00,Macao Special Administrative Region,10,,
08/02/2020,9:00,Taiwan,16,,
08/02/2020,9:00,Japan,21,,Excluded 9 asymptomatic cases;61 cases were confirmed among passengers in the cruise ship
08/02/2020,9:00,Korea,24,,
08/02/2020,9:00,Thailand,25,,
08/02/2020,9:00,Singapore,33,,
08/02/2020,9:00,Vietnam,13,,
08/02/2020,9:00,Nepal,1,,
08/02/2020,9:00,Malaysia,15,,
08/02/2020,9:00,United States,12,,
08/02/2020,9:00,Australia,15,,
08/02/2020,9:00,France,6,,
08/02/2020,9:00,Canada,7,,
08/02/2020,9:00,Germany,12,,Excluded 2 asymptomatic cases
08/02/2020,9:00,Sri Lanka,1,,
08/02/2020,9:00,Cambodia,1,,
08/02/2020,9:00,United Arab Emirates,5,,
08/02/2020,9:00,Finland,1,,
08/02/2020,9:00,The Philippines,3,,
08/02/2020,9:00,India,3,,
08/02/2020,9:00,Italy,3,,
08/02/2020,9:00,United Kingdom,3,,
08/02/2020,9:00,Russia,2,,
08/02/2020,9:00,Sweden,1,,
08/02/2020,9:00,Spain,1,,
08/02/2020,9:00,Belgium,1,,
08/02/2020,18:00,Hong Kong Special Administrative Region,26,,
08/02/2020,18:00,Macao Special Administrative Region,10,,
08/02/2020,18:00,Taiwan,17,,
08/02/2020,18:00,Japan,22,,Excluded 3 asymptomatic cases;64 cases were confirmed among passengers in the cruise ship
08/02/2020,18:00,Korea,24,,
08/02/2020,18:00,Thailand,32,,
08/02/2020,18:00,Singapore,33,,
08/02/2020,18:00,Vietnam,13,,
08/02/2020,18:00,Nepal,1,,
08/02/2020,18:00,Malaysia,16,,
08/02/2020,18:00,United States,12,,
08/02/2020,18:00,Australia,15,,
08/02/2020,18:00,France,6,,
08/02/2020,18:00,Canada,7,,
08/02/2020,18:00,Germany,12,,Excluded 2 asymptomatic cases
08/02/2020,18:00,Sri Lanka,1,,
08/02/2020,18:00,Cambodia,1,,
08/02/2020,18:00,United Arab Emirates,7,,
08/02/2020,18:00,Finland,1,,
08/02/2020,18:00,The Philippines,3,,
08/02/2020,18:00,India,3,,
08/02/2020,18:00,Italy,3,,
08/02/2020,18:00,United Kingdom,3,,
08/02/2020,18:00,Russia,2,,
08/02/2020,18:00,Sweden,1,,
08/02/2020,18:00,Spain,1,,
08/02/2020,18:00,Belgium,1,,
09/02/2020,9:00,Hong Kong Special Administrative Region,26,,
09/02/2020,9:00,Macao Special Administrative Region,10,,
09/02/2020,9:00,Taiwan,17,,
09/02/2020,9:00,Japan,22,,Excluded 3 asymptomatic cases;64 cases were confirmed among passengers in the cruise ship
09/02/2020,9:00,Korea,24,,
09/02/2020,9:00,Thailand,32,,
09/02/2020,9:00,Singapore,40,,
09/02/2020,9:00,Vietnam,13,,
09/02/2020,9:00,Nepal,1,,
09/02/2020,9:00,Malaysia,16,,
09/02/2020,9:00,United States,12,,
09/02/2020,9:00,Australia,15,,
09/02/2020,9:00,France,11,,
09/02/2020,9:00,Canada,7,,
09/02/2020,9:00,Germany,12,,Excluded 2 asymptomatic cases
09/02/2020,9:00,Sri Lanka,1,,
09/02/2020,9:00,Cambodia,1,,
09/02/2020,9:00,United Arab Emirates,7,,
09/02/2020,9:00,Finland,1,,
09/02/2020,9:00,The Philippines,3,,
09/02/2020,9:00,India,3,,
09/02/2020,9:00,Italy,3,,
09/02/2020,9:00,United Kingdom,3,,
09/02/2020,9:00,Russia,2,,
09/02/2020,9:00,Sweden,1,,
09/02/2020,9:00,Spain,1,,
09/02/2020,9:00,Belgium,1,,
09/02/2020,18:00,Hong Kong Special Administrative Region,29,,
09/02/2020,18:00,Macao Special Administrative Region,10,,
09/02/2020,18:00,Taiwan,18,,
09/02/2020,18:00,Japan,22,,Excluded 3 asymptomatic cases;64 cases were confirmed among passengers in the cruise ship
09/02/2020,18:00,Korea,25,,
09/02/2020,18:00,Thailand,32,,
09/02/2020,18:00,Singapore,40,,
09/02/2020,18:00,Vietnam,14,,
09/02/2020,18:00,Nepal,1,,
09/02/2020,18:00,Malaysia,17,,
09/02/2020,18:00,United States,12,,
09/02/2020,18:00,Australia,15,,
09/02/2020,18:00,France,11,,
09/02/2020,18:00,Canada,7,,
09/02/2020,18:00,Germany,14,,Excluded 2 asymptomatic cases
09/02/2020,18:00,Sri Lanka,1,,
09/02/2020,18:00,Cambodia,1,,
09/02/2020,18:00,United Arab Emirates,7,,
09/02/2020,18:00,Finland,1,,
09/02/2020,18:00,The Philippines,3,,
09/02/2020,18:00,India,3,,
09/02/2020,18:00,Italy,3,,
09/02/2020,18:00,United Kingdom,3,,
09/02/2020,18:00,Russia,2,,
09/02/2020,18:00,Sweden,1,,
09/02/2020,18:00,Spain,1,,
09/02/2020,18:00,Belgium,1,,
10/02/2020,9:00,Hong Kong Special Administrative Region,36,,
10/02/2020,9:00,Macao Special Administrative Region,10,,
10/02/2020,9:00,Taiwan,18,,
10/02/2020,9:00,Japan,22,,Excluded 3 asymptomatic cases;70 cases were confirmed among passengers in the cruise ship
10/02/2020,9:00,Korea,27,,
10/02/2020,9:00,Thailand,32,,
10/02/2020,9:00,Singapore,43,,
10/02/2020,9:00,Vietnam,14,,
10/02/2020,9:00,Nepal,1,,
10/02/2020,9:00,Malaysia,17,,
10/02/2020,9:00,United States,12,,
10/02/2020,9:00,Australia,15,,
10/02/2020,9:00,France,11,,
10/02/2020,9:00,Canada,7,,
10/02/2020,9:00,Germany,14,,Excluded 2 asymptomatic cases
10/02/2020,9:00,Sri Lanka,1,,
10/02/2020,9:00,Cambodia,1,,
10/02/2020,9:00,United Arab Emirates,7,,
10/02/2020,9:00,Finland,1,,
10/02/2020,9:00,The Philippines,3,,
10/02/2020,9:00,India,3,,
10/02/2020,9:00,Italy,3,,
10/02/2020,9:00,United Kingdom,4,,
10/02/2020,9:00,Russia,2,,
10/02/2020,9:00,Sweden,1,,
10/02/2020,9:00,Spain,2,,
10/02/2020,9:00,Belgium,1,,
10/02/2020,18:00,Hong Kong Special Administrative Region,38,1,
10/02/2020,18:00,Macao Special Administrative Region,10,0,
10/02/2020,18:00,Taiwan,18,0,
10/02/2020,18:00,Japan,23,0,Excluded 3 asymptomatic cases;135 cases were confirmed among passengers in a cruise ship
10/02/2020,18:00,Korea,27,0,
10/02/2020,18:00,Thailand,32,0,
10/02/2020,18:00,Singapore,43,0,
10/02/2020,18:00,Vietnam,14,0,
10/02/2020,18:00,Nepal,1,0,
10/02/2020,18:00,Malaysia,18,0,
10/02/2020,18:00,United States,12,0,
10/02/2020,18:00,Australia,15,0,
10/02/2020,18:00,France,11,0,
10/02/2020,18:00,Canada,7,0,
10/02/2020,18:00,Germany,12,0,Excluded 2 asymptomatic cases
10/02/2020,18:00,Sri Lanka,1,0,
10/02/2020,18:00,Cambodia,1,0,
10/02/2020,18:00,United Arab Emirates,7,0,
10/02/2020,18:00,Finland,1,0,
10/02/2020,18:00,The Philippines,3,1,
10/02/2020,18:00,India,3,0,
10/02/2020,18:00,Italy,3,0,
10/02/2020,18:00,United Kingdom,4,0,
10/02/2020,18:00,Russia,2,0,
10/02/2020,18:00,Sweden,1,0,
10/02/2020,18:00,Spain,2,0,
10/02/2020,18:00,Belgium,1,0,
11/02/2020,9:00,Hong Kong Special Administrative Region,42,1,
11/02/2020,9:00,Macao Special Administrative Region,10,0,
11/02/2020,9:00,Taiwan,18,0,
11/02/2020,9:00,Japan,23,0,Excluded 3 asymptomatic cases;135 cases were confirmed among passengers in a cruise ship
11/02/2020,9:00,Korea,27,0,
11/02/2020,9:00,Thailand,32,0,
11/02/2020,9:00,Singapore,45,0,
11/02/2020,9:00,Vietnam,14,0,
11/02/2020,9:00,Nepal,1,0,
11/02/2020,9:00,Malaysia,18,0,
11/02/2020,9:00,United States,12,0,
11/02/2020,9:00,Australia,15,0,
11/02/2020,9:00,France,11,0,
11/02/2020,9:00,Canada,7,0,
11/02/2020,9:00,Germany,12,0,Excluded 2 asymptomatic cases
11/02/2020,9:00,Sri Lanka,1,0,
11/02/2020,9:00,Cambodia,1,0,
11/02/2020,9:00,United Arab Emirates,8,0,
11/02/2020,9:00,Finland,1,0,
11/02/2020,9:00,The Philippines,3,1,
11/02/2020,9:00,India,3,0,
11/02/2020,9:00,Italy,3,0,
11/02/2020,9:00,United Kingdom,8,0,
11/02/2020,9:00,Russia,2,0,
11/02/2020,9:00,Sweden,1,0,
11/02/2020,9:00,Spain,2,0,
11/02/2020,9:00,Belgium,1,0,
11/02/2020,18:00,Hong Kong Special Administrative Region,49,1,
11/02/2020,18:00,Macao Special Administrative Region,10,0,
11/02/2020,18:00,Taiwan,18,0,
11/02/2020,18:00,Japan,25,0,Excluded 3 asymptomatic cases;135 cases were confirmed among passengers in a cruise ship
11/02/2020,18:00,Korea,28,0,
11/02/2020,18:00,Thailand,32,0,
11/02/2020,18:00,Singapore,45,0,
11/02/2020,18:00,Vietnam,15,0,
11/02/2020,18:00,Nepal,1,0,
11/02/2020,18:00,Malaysia,18,0,
11/02/2020,18:00,United States,13,0,
11/02/2020,18:00,Australia,15,0,
11/02/2020,18:00,France,11,0,
11/02/2020,18:00,Canada,7,0,
11/02/2020,18:00,Germany,12,0,Excluded 2 asymptomatic cases
11/02/2020,18:00,Sri Lanka,1,0,
11/02/2020,18:00,Cambodia,1,0,
11/02/2020,18:00,United Arab Emirates,8,0,
11/02/2020,18:00,Finland,1,0,
11/02/2020,18:00,The Philippines,3,1,
11/02/2020,18:00,India,3,0,
11/02/2020,18:00,Italy,3,0,
11/02/2020,18:00,United Kingdom,8,0,
11/02/2020,18:00,Russia,2,0,
11/02/2020,18:00,Sweden,1,0,
11/02/2020,18:00,Spain,2,0,
11/02/2020,18:00,Belgium,1,0,
12/02/2020,9:00,Hong Kong Special Administrative Region,49,1,
12/02/2020,9:00,Macao Special Administrative Region,10,0,
12/02/2020,9:00,Taiwan,18,0,
12/02/2020,9:00,Japan,25,0,Excluded 3 asymptomatic cases;174 cases were confirmed among passengers in a cruise ship
12/02/2020,9:00,Korea,28,0,
12/02/2020,9:00,Thailand,33,0,
12/02/2020,9:00,Singapore,47,0,
12/02/2020,9:00,Vietnam,15,0,
12/02/2020,9:00,Nepal,1,0,
12/02/2020,9:00,Malaysia,18,0,
12/02/2020,9:00,United States,13,0,
12/02/2020,9:00,Australia,15,0,
12/02/2020,9:00,France,11,0,
12/02/2020,9:00,Canada,7,0,
12/02/2020,9:00,Germany,14,0,Excluded 2 asymptomatic cases
12/02/2020,9:00,Sri Lanka,1,0,
12/02/2020,9:00,Cambodia,1,0,
12/02/2020,9:00,United Arab Emirates,8,0,
12/02/2020,9:00,Finland,1,0,
12/02/2020,9:00,The Philippines,3,1,
12/02/2020,9:00,India,3,0,
12/02/2020,9:00,Italy,3,0,
12/02/2020,9:00,United Kingdom,8,0,
12/02/2020,9:00,Russia,2,0,
12/02/2020,9:00,Sweden,1,0,
12/02/2020,9:00,Spain,2,0,
12/02/2020,9:00,Belgium,1,0,
12/02/2020,18:00,Hong Kong Special Administrative Region,50,1,
12/02/2020,18:00,Macao Special Administrative Region,10,0,
12/02/2020,18:00,Taiwan,18,0,
12/02/2020,18:00,Japan,25,0,Excluded 3 asymptomatic cases;174 cases were confirmed among passengers in a cruise ship
12/02/2020,18:00,Korea,28,0,
12/02/2020,18:00,Thailand,33,0,
12/02/2020,18:00,Singapore,47,0,
12/02/2020,18:00,Vietnam,15,0,
12/02/2020,18:00,Nepal,1,0,
12/02/2020,18:00,Malaysia,18,0,
12/02/2020,18:00,United States,13,0,
12/02/2020,18:00,Australia,15,0,
12/02/2020,18:00,France,11,0,
12/02/2020,18:00,Canada,7,0,
12/02/2020,18:00,Germany,14,0,Excluded 2 asymptomatic cases
12/02/2020,18:00,Sri Lanka,1,0,
12/02/2020,18:00,Cambodia,1,0,
12/02/2020,18:00,United Arab Emirates,8,0,
12/02/2020,18:00,Finland,1,0,
12/02/2020,18:00,The Philippines,3,1,
12/02/2020,18:00,India,3,0,
12/02/2020,18:00,Italy,3,0,
12/02/2020,18:00,United Kingdom,8,0,
12/02/2020,18:00,Russia,2,0,
12/02/2020,18:00,Sweden,1,0,
12/02/2020,18:00,Spain,2,0,
12/02/2020,18:00,Belgium,1,0,
13/02/2020,9:00,Hong Kong Special Administrative Region,50,1,
13/02/2020,9:00,Macao Special Administrative Region,10,0,
13/02/2020,9:00,Taiwan,18,0,
13/02/2020,9:00,Japan,25,0,Excluded 3 asymptomatic cases;174 cases were confirmed among passengers in a cruise ship
13/02/2020,9:00,Korea,28,0,
13/02/2020,9:00,Thailand,33,0,
13/02/2020,9:00,Singapore,50,0,
13/02/2020,9:00,Vietnam,15,0,
13/02/2020,9:00,Nepal,1,0,
13/02/2020,9:00,Malaysia,18,0,
13/02/2020,9:00,United States,13,0,
13/02/2020,9:00,Australia,15,0,
13/02/2020,9:00,France,11,0,
13/02/2020,9:00,Canada,7,0,
13/02/2020,9:00,Germany,14,0,Excluded 2 asymptomatic cases
13/02/2020,9:00,Sri Lanka,1,0,
13/02/2020,9:00,Cambodia,1,0,
13/02/2020,9:00,United Arab Emirates,8,0,
13/02/2020,9:00,Finland,1,0,
13/02/2020,9:00,The Philippines,3,1,
13/02/2020,9:00,India,3,0,
13/02/2020,9:00,Italy,3,0,
13/02/2020,9:00,United Kingdom,9,0,
13/02/2020,9:00,Russia,2,0,
13/02/2020,9:00,Sweden,1,0,
13/02/2020,9:00,Spain,2,0,
13/02/2020,9:00,Belgium,1,0,
13/02/2020,18:00,Hong Kong Special Administrative Region,51,1,
13/02/2020,18:00,Macao Special Administrative Region,10,0,
13/02/2020,18:00,Taiwan,18,0,
13/02/2020,18:00,Japan,25,0,Excluded 3 asymptomatic cases;174 cases were confirmed among passengers in a cruise ship
13/02/2020,18:00,Korea,28,0,
13/02/2020,18:00,Thailand,33,0,
13/02/2020,18:00,Singapore,50,0,
13/02/2020,18:00,Vietnam,16,0,
13/02/2020,18:00,Nepal,1,0,
13/02/2020,18:00,Malaysia,19,0,
13/02/2020,18:00,United States,14,0,
13/02/2020,18:00,Australia,15,0,
13/02/2020,18:00,France,11,0,
13/02/2020,18:00,Canada,7,0,
13/02/2020,18:00,Germany,14,0,Excluded 2 asymptomatic cases
13/02/2020,18:00,Sri Lanka,1,0,
13/02/2020,18:00,Cambodia,1,0,
13/02/2020,18:00,United Arab Emirates,8,0,
13/02/2020,18:00,Finland,1,0,
13/02/2020,18:00,The Philippines,3,1,
13/02/2020,18:00,India,3,0,
13/02/2020,18:00,Italy,3,0,
13/02/2020,18:00,United Kingdom,9,0,
13/02/2020,18:00,Russia,2,0,
13/02/2020,18:00,Sweden,1,0,
13/02/2020,18:00,Spain,2,0,
13/02/2020,18:00,Belgium,1,0,
14/02/2020,9:00,Hong Kong Special Administrative Region,53,1,
14/02/2020,9:00,Macao Special Administrative Region,10,0,
14/02/2020,9:00,Taiwan,18,0,
14/02/2020,9:00,Japan,30,1,Excluded 3 asymptomatic cases;218 cases were confirmed among passengers in a cruise ship
14/02/2020,9:00,Korea,28,0,
14/02/2020,9:00,Thailand,33,0,
14/02/2020,9:00,Singapore,58,0,
14/02/2020,9:00,Vietnam,16,0,
14/02/2020,9:00,Nepal,1,0,
14/02/2020,9:00,Malaysia,19,0,
14/02/2020,9:00,United States,15,0,
14/02/2020,9:00,Australia,15,0,
14/02/2020,9:00,France,11,0,
14/02/2020,9:00,Canada,7,0,
14/02/2020,9:00,Germany,14,0,Excluded 2 asymptomatic cases
14/02/2020,9:00,Sri Lanka,1,0,
14/02/2020,9:00,Cambodia,1,0,
14/02/2020,9:00,United Arab Emirates,8,0,
14/02/2020,9:00,Finland,1,0,
14/02/2020,9:00,The Philippines,3,1,
14/02/2020,9:00,India,3,0,
14/02/2020,9:00,Italy,3,0,
14/02/2020,9:00,United Kingdom,9,0,
14/02/2020,9:00,Russia,2,0,
14/02/2020,9:00,Sweden,1,0,
14/02/2020,9:00,Spain,2,0,
14/02/2020,9:00,Belgium,1,0,
14/02/2020,18:00,Hong Kong Special Administrative Region,56,1,
14/02/2020,18:00,Macao Special Administrative Region,10,0,
14/02/2020,18:00,Taiwan,18,0,
14/02/2020,18:00,Japan,30,1,Excluded 3 asymptomatic cases;218 cases were confirmed among passengers in a cruise ship
14/02/2020,18:00,Korea,28,0,
14/02/2020,18:00,Thailand,33,0,
14/02/2020,18:00,Singapore,58,0,
14/02/2020,18:00,Vietnam,16,0,
14/02/2020,18:00,Nepal,1,0,
14/02/2020,18:00,Malaysia,19,0,
14/02/2020,18:00,United States,15,0,
14/02/2020,18:00,Australia,15,0,
14/02/2020,18:00,France,11,0,
14/02/2020,18:00,Canada,7,0,
14/02/2020,18:00,Germany,14,0,Excluded 2 asymptomatic cases
14/02/2020,18:00,Sri Lanka,1,0,
14/02/2020,18:00,Cambodia,1,0,
14/02/2020,18:00,United Arab Emirates,8,0,
14/02/2020,18:00,Finland,1,0,
14/02/2020,18:00,The Philippines,3,1,
14/02/2020,18:00,India,3,0,
14/02/2020,18:00,Italy,3,0,
14/02/2020,18:00,United Kingdom,9,0,
14/02/2020,18:00,Russia,2,0,
14/02/2020,18:00,Sweden,1,0,
14/02/2020,18:00,Spain,2,0,
14/02/2020,18:00,Belgium,1,0,
15/02/2020,9:00,Hong Kong Special Administrative Region,56,1,
15/02/2020,9:00,Macao Special Administrative Region,10,0,
15/02/2020,9:00,Taiwan,18,0,
15/02/2020,9:00,Japan,37,1,Excluded 3 asymptomatic cases;218 cases were confirmed among passengers in a cruise ship
15/02/2020,9:00,Korea,28,0,
15/02/2020,9:00,Thailand,33,0,
15/02/2020,9:00,Singapore,67,0,
15/02/2020,9:00,Vietnam,16,0,
15/02/2020,9:00,Nepal,1,0,
15/02/2020,9:00,Malaysia,19,0,
15/02/2020,9:00,United States,15,0,
15/02/2020,9:00,Australia,15,0,
15/02/2020,9:00,France,11,0,
15/02/2020,9:00,Canada,7,0,
15/02/2020,9:00,Germany,14,0,Excluded 2 asymptomatic cases
15/02/2020,9:00,Sri Lanka,1,0,
15/02/2020,9:00,Cambodia,1,0,
15/02/2020,9:00,United Arab Emirates,8,0,
15/02/2020,9:00,Finland,1,0,
15/02/2020,9:00,The Philippines,3,1,
15/02/2020,9:00,India,3,0,
15/02/2020,9:00,Italy,3,0,
15/02/2020,9:00,United Kingdom,9,0,
15/02/2020,9:00,Russia,2,0,
15/02/2020,9:00,Sweden,1,0,
15/02/2020,9:00,Spain,2,0,
15/02/2020,9:00,Belgium,1,0,
15/02/2020,18:00,Hong Kong Special Administrative Region,56,1,
15/02/2020,18:00,Macao Special Administrative Region,10,0,
