As of date,As of time,Mainland China,Number of reported/confirmed cases,Number of deaths,Remark
25/02/2020,9:00,Shandong,755,6,
25/02/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,
25/02/2020,9:00,Yunnan,174,2,
25/02/2020,9:00,Inner Mongolia Autonomous Region,75,0,
25/02/2020,9:00,Zhejiang,1205,1,
25/02/2020,9:00,Henan,1271,19,
25/02/2020,9:00,Hebei,311,6,
25/02/2020,9:00,Hainan,168,5,
25/02/2020,9:00,Jilin,93,1,
25/02/2020,9:00,Shanxi,133,0,
25/02/2020,9:00,Ningxia Hui Autonomous Region,71,0,
25/02/2020,9:00,Jiangsu,631,0,
25/02/2020,9:00,Xinjiang Uygur Autonomous Region,76,2,
25/02/2020,9:00,Qinghai,18,0,
25/02/2020,9:00,Tibet Autonomous Region,1,0,
25/02/2020,18:00,Beijing,400,4,
25/02/2020,18:00,Liaoning,121,1,
25/02/2020,18:00,Anhui,989,6,
25/02/2020,18:00,Chongqing,576,6,
25/02/2020,18:00,Shaanxi,245,1,
25/02/2020,18:00,Tianjin,135,3,
25/02/2020,18:00,Fujian,294,1,
25/02/2020,18:00,Hunan,1016,4,
25/02/2020,18:00,Sichuan,529,3,
25/02/2020,18:00,Gansu,91,2,
25/02/2020,18:00,Heilongjiang,480,12,
25/02/2020,18:00,Jiangxi,934,1,
25/02/2020,18:00,Guangdong,1347,7,
25/02/2020,18:00,Guizhou,146,2,
25/02/2020,18:00,Shanghai,336,3,
25/02/2020,18:00,Shandong,756,6,
25/02/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,
25/02/2020,18:00,Yunnan,174,2,
25/02/2020,18:00,Inner Mongolia Autonomous Region,75,0,
25/02/2020,18:00,Zhejiang,1205,1,
25/02/2020,18:00,Henan,1271,19,
25/02/2020,18:00,Hebei,311,6,
25/02/2020,18:00,Hainan,168,5,
25/02/2020,18:00,Jilin,93,1,
25/02/2020,18:00,Shanxi,133,0,
25/02/2020,18:00,Ningxia Hui Autonomous Region,71,0,
25/02/2020,18:00,Jiangsu,631,0,
25/02/2020,18:00,Xinjiang Uygur Autonomous Region,76,2,
25/02/2020,18:00,Qinghai,18,0,
25/02/2020,18:00,Tibet Autonomous Region,1,0,
25/02/2020,23:59,Hubei,65187,2615,
26/02/2020,9:00,Beijing,400,4,
26/02/2020,9:00,Liaoning,121,1,
26/02/2020,9:00,Anhui,989,6,
26/02/2020,9:00,Chongqing,576,6,
26/02/2020,9:00,Shaanxi,245,1,
26/02/2020,9:00,Tianjin,135,3,
26/02/2020,9:00,Fujian,294,1,
26/02/2020,9:00,Hunan,1016,4,
26/02/2020,9:00,Sichuan,531,3,
26/02/2020,9:00,Gansu,91,2,
26/02/2020,9:00,Heilongjiang,480,12,
26/02/2020,9:00,Jiangxi,934,1,
26/02/2020,9:00,Guangdong,1347,7,
26/02/2020,9:00,Guizhou,146,2,
26/02/2020,9:00,Shanghai,336,3,
26/02/2020,9:00,Shandong,756,6,
26/02/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,
26/02/2020,9:00,Yunnan,174,2,
26/02/2020,9:00,Inner Mongolia Autonomous Region,75,0,
26/02/2020,9:00,Zhejiang,1205,1,
26/02/2020,9:00,Henan,1271,19,
26/02/2020,9:00,Hebei,312,6,
26/02/2020,9:00,Hainan,168,5,
26/02/2020,9:00,Jilin,93,1,
26/02/2020,9:00,Shanxi,133,0,
26/02/2020,9:00,Ningxia Hui Autonomous Region,71,0,
26/02/2020,9:00,Jiangsu,631,0,
26/02/2020,9:00,Xinjiang Uygur Autonomous Region,76,2,
26/02/2020,9:00,Qinghai,18,0,
26/02/2020,9:00,Tibet Autonomous Region,1,0,
26/02/2020,18:00,Beijing,400,4,
26/02/2020,18:00,Liaoning,121,1,
26/02/2020,18:00,Anhui,989,6,
26/02/2020,18:00,Chongqing,576,6,
26/02/2020,18:00,Shaanxi,245,1,
26/02/2020,18:00,Tianjin,135,3,
26/02/2020,18:00,Fujian,294,1,
26/02/2020,18:00,Hunan,1016,4,
26/02/2020,18:00,Sichuan,531,3,
26/02/2020,18:00,Gansu,91,2,
26/02/2020,18:00,Heilongjiang,480,12,
26/02/2020,18:00,Jiangxi,934,1,
26/02/2020,18:00,Guangdong,1347,7,
26/02/2020,18:00,Guizhou,146,2,
26/02/2020,18:00,Shanghai,336,3,
26/02/2020,18:00,Shandong,756,6,
26/02/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,
26/02/2020,18:00,Yunnan,174,2,
26/02/2020,18:00,Inner Mongolia Autonomous Region,75,0,
26/02/2020,18:00,Zhejiang,1205,1,
26/02/2020,18:00,Henan,1271,19,
26/02/2020,18:00,Hebei,312,6,
26/02/2020,18:00,Hainan,168,5,
26/02/2020,18:00,Jilin,93,1,
26/02/2020,18:00,Shanxi,133,0,
26/02/2020,18:00,Ningxia Hui Autonomous Region,71,0,
26/02/2020,18:00,Jiangsu,631,0,
26/02/2020,18:00,Xinjiang Uygur Autonomous Region,76,2,
26/02/2020,18:00,Qinghai,18,0,
26/02/2020,18:00,Tibet Autonomous Region,1,0,
26/02/2020,23:59,Hubei,65596,2641,
27/02/2020,9:00,Beijing,400,4,
27/02/2020,9:00,Liaoning,121,1,
27/02/2020,9:00,Anhui,989,6,
27/02/2020,9:00,Chongqing,576,6,
27/02/2020,9:00,Shaanxi,245,1,
27/02/2020,9:00,Tianjin,135,3,
27/02/2020,9:00,Fujian,296,1,
27/02/2020,9:00,Hunan,1017,4,
27/02/2020,9:00,Sichuan,534,3,
27/02/2020,9:00,Gansu,91,2,
27/02/2020,9:00,Heilongjiang,480,13,
27/02/2020,9:00,Jiangxi,934,1,
27/02/2020,9:00,Guangdong,1347,7,
27/02/2020,9:00,Guizhou,146,2,
27/02/2020,9:00,Shanghai,337,3,
27/02/2020,9:00,Shandong,756,6,
27/02/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,
27/02/2020,9:00,Yunnan,174,2,
27/02/2020,9:00,Inner Mongolia Autonomous Region,75,0,
27/02/2020,9:00,Zhejiang,1205,1,
27/02/2020,9:00,Henan,1272,20,
27/02/2020,9:00,Hebei,317,6,
27/02/2020,9:00,Hainan,168,5,
27/02/2020,9:00,Jilin,93,1,
27/02/2020,9:00,Shanxi,133,0,
27/02/2020,9:00,Ningxia Hui Autonomous Region,72,0,
27/02/2020,9:00,Jiangsu,631,0,
27/02/2020,9:00,Xinjiang Uygur Autonomous Region,76,2,
27/02/2020,9:00,Qinghai,18,0,
27/02/2020,9:00,Tibet Autonomous Region,1,0,
27/02/2020,18:00,Beijing,410,4,
27/02/2020,18:00,Liaoning,121,1,
27/02/2020,18:00,Anhui,989,6,
27/02/2020,18:00,Chongqing,576,6,
27/02/2020,18:00,Shaanxi,245,1,
27/02/2020,18:00,Tianjin,135,3,
27/02/2020,18:00,Fujian,296,1,
27/02/2020,18:00,Hunan,1017,4,
27/02/2020,18:00,Sichuan,534,3,
27/02/2020,18:00,Gansu,91,2,
27/02/2020,18:00,Heilongjiang,480,13,
27/02/2020,18:00,Jiangxi,934,1,
27/02/2020,18:00,Guangdong,1347,7,
27/02/2020,18:00,Guizhou,146,2,
27/02/2020,18:00,Shanghai,337,3,
27/02/2020,18:00,Shandong,756,6,
27/02/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,
27/02/2020,18:00,Yunnan,174,2,
27/02/2020,18:00,Inner Mongolia Autonomous Region,75,0,
27/02/2020,18:00,Zhejiang,1205,1,
27/02/2020,18:00,Henan,1272,20,
27/02/2020,18:00,Hebei,317,6,
27/02/2020,18:00,Hainan,168,5,
27/02/2020,18:00,Jilin,93,1,
27/02/2020,18:00,Shanxi,133,0,
27/02/2020,18:00,Ningxia Hui Autonomous Region,72,0,
27/02/2020,18:00,Jiangsu,631,0,
27/02/2020,18:00,Xinjiang Uygur Autonomous Region,76,2,
27/02/2020,18:00,Qinghai,18,0,
27/02/2020,18:00,Tibet Autonomous Region,1,0,
27/02/2020,23:59,Hubei,65914,2682,
28/02/2020,9:00,Beijing,410,7,
28/02/2020,9:00,Liaoning,121,1,
28/02/2020,9:00,Anhui,990,6,
28/02/2020,9:00,Chongqing,576,6,
28/02/2020,9:00,Shaanxi,245,1,
28/02/2020,9:00,Tianjin,136,3,
28/02/2020,9:00,Fujian,296,1,
28/02/2020,9:00,Hunan,1017,4,
28/02/2020,9:00,Sichuan,538,3,
28/02/2020,9:00,Gansu,91,2,
28/02/2020,9:00,Heilongjiang,480,13,
28/02/2020,9:00,Jiangxi,935,1,
28/02/2020,9:00,Guangdong,1348,7,
28/02/2020,9:00,Guizhou,146,2,
28/02/2020,9:00,Shanghai,337,3,
28/02/2020,9:00,Shandong,756,6,
28/02/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,
28/02/2020,9:00,Yunnan,174,2,
28/02/2020,9:00,Inner Mongolia Autonomous Region,75,0,
28/02/2020,9:00,Zhejiang,1205,1,
28/02/2020,9:00,Henan,1272,20,
28/02/2020,9:00,Hebei,318,6,
28/02/2020,9:00,Hainan,168,5,
28/02/2020,9:00,Jilin,93,1,
28/02/2020,9:00,Shanxi,133,0,
28/02/2020,9:00,Ningxia Hui Autonomous Region,72,0,
28/02/2020,9:00,Jiangsu,631,0,
28/02/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,
28/02/2020,9:00,Qinghai,18,0,
28/02/2020,9:00,Tibet Autonomous Region,1,0,
28/02/2020,18:00,Beijing,410,7,
28/02/2020,18:00,Liaoning,121,1,
28/02/2020,18:00,Anhui,990,6,
28/02/2020,18:00,Chongqing,576,6,
28/02/2020,18:00,Shaanxi,245,1,
28/02/2020,18:00,Tianjin,136,3,
28/02/2020,18:00,Fujian,296,1,
28/02/2020,18:00,Hunan,1017,4,
28/02/2020,18:00,Sichuan,538,3,
28/02/2020,18:00,Gansu,91,2,
28/02/2020,18:00,Heilongjiang,480,13,
28/02/2020,18:00,Jiangxi,935,1,
28/02/2020,18:00,Guangdong,1348,7,
28/02/2020,18:00,Guizhou,146,2,
28/02/2020,18:00,Shanghai,337,3,
28/02/2020,18:00,Shandong,756,6,
28/02/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,
28/02/2020,18:00,Yunnan,174,2,
28/02/2020,18:00,Inner Mongolia Autonomous Region,75,0,
28/02/2020,18:00,Zhejiang,1205,1,
28/02/2020,18:00,Henan,1272,20,
28/02/2020,18:00,Hebei,318,6,
28/02/2020,18:00,Hainan,168,5,
28/02/2020,18:00,Jilin,93,1,
28/02/2020,18:00,Shanxi,133,0,
28/02/2020,18:00,Ningxia Hui Autonomous Region,72,0,
28/02/2020,18:00,Jiangsu,631,0,
28/02/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,
28/02/2020,18:00,Qinghai,18,0,
28/02/2020,18:00,Tibet Autonomous Region,1,0,
28/02/2020,23:59,Hubei,66337,2727,
29/02/2020,9:00,Beijing,410,7,
29/02/2020,9:00,Liaoning,121,1,
29/02/2020,9:00,Anhui,990,6,
29/02/2020,9:00,Chongqing,576,6,
29/02/2020,9:00,Shaanxi,245,1,
29/02/2020,9:00,Tianjin,136,3,
29/02/2020,9:00,Fujian,296,1,
29/02/2020,9:00,Hunan,1018,4,
29/02/2020,9:00,Sichuan,538,3,
29/02/2020,9:00,Gansu,91,2,
29/02/2020,9:00,Heilongjiang,480,13,
29/02/2020,9:00,Jiangxi,935,1,
29/02/2020,9:00,Guangdong,1349,7,
29/02/2020,9:00,Guizhou,146,2,
29/02/2020,9:00,Shanghai,337,3,
29/02/2020,9:00,Shandong,756,6,
29/02/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,
29/02/2020,9:00,Yunnan,174,2,
29/02/2020,9:00,Inner Mongolia Autonomous Region,75,0,
29/02/2020,9:00,Zhejiang,1205,1,
29/02/2020,9:00,Henan,1272,21,
29/02/2020,9:00,Hebei,318,6,
29/02/2020,9:00,Hainan,168,5,
29/02/2020,9:00,Jilin,93,1,
29/02/2020,9:00,Shanxi,133,0,
29/02/2020,9:00,Ningxia Hui Autonomous Region,72,0,
29/02/2020,9:00,Jiangsu,631,0,
29/02/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,
29/02/2020,9:00,Qinghai,18,0,
29/02/2020,9:00,Tibet Autonomous Region,1,0,
29/02/2020,18:00,Beijing,411,8,
29/02/2020,18:00,Liaoning,121,1,
29/02/2020,18:00,Anhui,990,6,
29/02/2020,18:00,Chongqing,576,6,
29/02/2020,18:00,Shaanxi,245,1,
29/02/2020,18:00,Tianjin,136,3,
29/02/2020,18:00,Fujian,296,1,
29/02/2020,18:00,Hunan,1018,4,
29/02/2020,18:00,Sichuan,538,3,
29/02/2020,18:00,Gansu,91,2,
29/02/2020,18:00,Heilongjiang,480,13,
29/02/2020,18:00,Jiangxi,935,1,
29/02/2020,18:00,Guangdong,1349,7,
29/02/2020,18:00,Guizhou,146,2,
29/02/2020,18:00,Shanghai,337,3,
29/02/2020,18:00,Shandong,756,6,
29/02/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,
29/02/2020,18:00,Yunnan,174,2,
29/02/2020,18:00,Inner Mongolia Autonomous Region,75,0,
29/02/2020,18:00,Zhejiang,1205,1,
29/02/2020,18:00,Henan,1272,21,
29/02/2020,18:00,Hebei,318,6,
29/02/2020,18:00,Hainan,168,5,
29/02/2020,18:00,Jilin,93,1,
29/02/2020,18:00,Shanxi,133,0,
29/02/2020,18:00,Ningxia Hui Autonomous Region,73,0,
29/02/2020,18:00,Jiangsu,631,0,
29/02/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,
29/02/2020,18:00,Qinghai,18,0,
29/02/2020,18:00,Tibet Autonomous Region,1,0,
29/02/2020,23:59,Hubei,66907,2761,
01/03/2020,9:00,Beijing,411,8,
01/03/2020,9:00,Liaoning,122,1,
01/03/2020,9:00,Anhui,990,6,
01/03/2020,9:00,Chongqing,576,6,
01/03/2020,9:00,Shaanxi,245,1,
01/03/2020,9:00,Tianjin,136,3,
01/03/2020,9:00,Fujian,296,1,
01/03/2020,9:00,Hunan,1018,4,
01/03/2020,9:00,Sichuan,538,3,
01/03/2020,9:00,Gansu,91,2,
01/03/2020,9:00,Heilongjiang,480,13,
01/03/2020,9:00,Jiangxi,935,1,
01/03/2020,9:00,Guangdong,1349,7,
01/03/2020,9:00,Guizhou,146,2,
01/03/2020,9:00,Shanghai,337,3,
01/03/2020,9:00,Shandong,756,6,
01/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,
01/03/2020,9:00,Yunnan,174,2,
01/03/2020,9:00,Inner Mongolia Autonomous Region,75,0,
01/03/2020,9:00,Zhejiang,1205,1,
01/03/2020,9:00,Henan,1272,22,
01/03/2020,9:00,Hebei,318,6,
01/03/2020,9:00,Hainan,168,5,
01/03/2020,9:00,Jilin,93,1,
01/03/2020,9:00,Shanxi,133,0,
01/03/2020,9:00,Ningxia Hui Autonomous Region,73,0,
01/03/2020,9:00,Jiangsu,631,0,
01/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,
01/03/2020,9:00,Qinghai,18,0,
01/03/2020,9:00,Tibet Autonomous Region,1,0,
01/03/2020,18:00,Beijing,413,8,
01/03/2020,18:00,Liaoning,122,1,
01/03/2020,18:00,Anhui,990,6,
01/03/2020,18:00,Chongqing,576,6,
01/03/2020,18:00,Shaanxi,245,1,
01/03/2020,18:00,Tianjin,136,3,
01/03/2020,18:00,Fujian,296,1,
01/03/2020,18:00,Hunan,1018,4,
01/03/2020,18:00,Sichuan,538,3,
01/03/2020,18:00,Gansu,91,2,
01/03/2020,18:00,Heilongjiang,480,13,
01/03/2020,18:00,Jiangxi,935,1,
01/03/2020,18:00,Guangdong,1349,7,
01/03/2020,18:00,Guizhou,146,2,
01/03/2020,18:00,Shanghai,337,3,
01/03/2020,18:00,Shandong,758,6,
01/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,
01/03/2020,18:00,Yunnan,174,2,
01/03/2020,18:00,Inner Mongolia Autonomous Region,75,0,
01/03/2020,18:00,Zhejiang,1205,1,
01/03/2020,18:00,Henan,1272,22,
01/03/2020,18:00,Hebei,318,6,
01/03/2020,18:00,Hainan,168,5,
01/03/2020,18:00,Jilin,93,1,
01/03/2020,18:00,Shanxi,133,0,
01/03/2020,18:00,Ningxia Hui Autonomous Region,73,0,
01/03/2020,18:00,Jiangsu,631,0,
01/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,
01/03/2020,18:00,Qinghai,18,0,
01/03/2020,18:00,Tibet Autonomous Region,1,0,
01/03/2020,23:59,Hubei,67103,2803,
02/03/2020,9:00,Beijing,413,8,
02/03/2020,9:00,Liaoning,122,1,
02/03/2020,9:00,Anhui,990,6,
02/03/2020,9:00,Chongqing,576,6,
02/03/2020,9:00,Shaanxi,245,1,
02/03/2020,9:00,Tianjin,136,3,
02/03/2020,9:00,Fujian,296,1,
02/03/2020,9:00,Hunan,1018,4,
02/03/2020,9:00,Sichuan,538,3,
02/03/2020,9:00,Gansu,91,2,
02/03/2020,9:00,Heilongjiang,480,13,
02/03/2020,9:00,Jiangxi,935,1,
02/03/2020,9:00,Guangdong,1350,7,
02/03/2020,9:00,Guizhou,146,2,
02/03/2020,9:00,Shanghai,337,3,
02/03/2020,9:00,Shandong,758,6,
02/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,
02/03/2020,9:00,Yunnan,174,2,
02/03/2020,9:00,Inner Mongolia Autonomous Region,75,0,
02/03/2020,9:00,Zhejiang,1205,1,
02/03/2020,9:00,Henan,1272,22,
02/03/2020,9:00,Hebei,318,6,
02/03/2020,9:00,Hainan,168,5,
02/03/2020,9:00,Jilin,93,1,
02/03/2020,9:00,Shanxi,133,0,
02/03/2020,9:00,Ningxia Hui Autonomous Region,73,0,
02/03/2020,9:00,Jiangsu,631,0,
02/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,
02/03/2020,9:00,Qinghai,18,0,
02/03/2020,9:00,Tibet Autonomous Region,1,0,
02/03/2020,18:00,Beijing,414,8,
02/03/2020,18:00,Liaoning,122,1,
02/03/2020,18:00,Anhui,990,6,
02/03/2020,18:00,Chongqing,576,6,
02/03/2020,18:00,Shaanxi,245,1,
02/03/2020,18:00,Tianjin,136,3,
02/03/2020,18:00,Fujian,296,1,
02/03/2020,18:00,Hunan,1018,4,
02/03/2020,18:00,Sichuan,538,3,
02/03/2020,18:00,Gansu,91,2,
02/03/2020,18:00,Heilongjiang,480,13,
02/03/2020,18:00,Jiangxi,935,1,
02/03/2020,18:00,Guangdong,1350,7,
02/03/2020,18:00,Guizhou,146,2,
02/03/2020,18:00,Shanghai,337,3,
02/03/2020,18:00,Shandong,758,6,
02/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,
02/03/2020,18:00,Yunnan,174,2,
02/03/2020,18:00,Inner Mongolia Autonomous Region,75,0,
02/03/2020,18:00,Zhejiang,1206,1,
02/03/2020,18:00,Henan,1272,22,
02/03/2020,18:00,Hebei,318,6,
02/03/2020,18:00,Hainan,168,5,
02/03/2020,18:00,Jilin,93,1,
02/03/2020,18:00,Shanxi,133,0,
02/03/2020,18:00,Ningxia Hui Autonomous Region,74,0,
02/03/2020,18:00,Jiangsu,631,0,
02/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,
02/03/2020,18:00,Qinghai,18,0,
02/03/2020,18:00,Tibet Autonomous Region,1,0,
02/03/2020,23:59,Hubei,67217,2834,
03/03/2020,9:00,Beijing,414,8,
03/03/2020,9:00,Liaoning,125,1,
03/03/2020,9:00,Anhui,990,6,
03/03/2020,9:00,Chongqing,576,6,
03/03/2020,9:00,Shaanxi,245,1,
03/03/2020,9:00,Tianjin,136,3,
03/03/2020,9:00,Fujian,296,1,
03/03/2020,9:00,Hunan,1018,4,
03/03/2020,9:00,Sichuan,538,3,
03/03/2020,9:00,Gansu,91,2,
03/03/2020,9:00,Heilongjiang,480,13,
03/03/2020,9:00,Jiangxi,935,1,
03/03/2020,9:00,Guangdong,1350,7,
03/03/2020,9:00,Guizhou,146,2,
03/03/2020,9:00,Shanghai,337,3,
03/03/2020,9:00,Shandong,758,6,
03/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,
03/03/2020,9:00,Yunnan,174,2,
03/03/2020,9:00,Inner Mongolia Autonomous Region,75,0,
03/03/2020,9:00,Zhejiang,1206,1,
03/03/2020,9:00,Henan,1272,22,
03/03/2020,9:00,Hebei,318,6,
03/03/2020,9:00,Hainan,168,5,
03/03/2020,9:00,Jilin,93,1,
03/03/2020,9:00,Shanxi,133,0,
03/03/2020,9:00,Ningxia Hui Autonomous Region,74,0,
03/03/2020,9:00,Jiangsu,631,0,
03/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,
03/03/2020,9:00,Qinghai,18,0,
03/03/2020,9:00,Tibet Autonomous Region,1,0,
03/03/2020,18:00,Beijing,414,8,
03/03/2020,18:00,Liaoning,125,1,
03/03/2020,18:00,Anhui,990,6,
03/03/2020,18:00,Chongqing,576,6,
03/03/2020,18:00,Shaanxi,245,1,
03/03/2020,18:00,Tianjin,136,3,
03/03/2020,18:00,Fujian,296,1,
03/03/2020,18:00,Hunan,1018,4,
03/03/2020,18:00,Sichuan,538,3,
03/03/2020,18:00,Gansu,91,2,
03/03/2020,18:00,Heilongjiang,480,13,
03/03/2020,18:00,Jiangxi,935,1,
03/03/2020,18:00,Guangdong,1350,7,
03/03/2020,18:00,Guizhou,146,2,
03/03/2020,18:00,Shanghai,338,3,
03/03/2020,18:00,Shandong,758,6,
03/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,
03/03/2020,18:00,Yunnan,174,2,
03/03/2020,18:00,Inner Mongolia Autonomous Region,75,1,
03/03/2020,18:00,Zhejiang,1213,1,
03/03/2020,18:00,Henan,1272,22,
03/03/2020,18:00,Hebei,318,6,
03/03/2020,18:00,Hainan,168,5,
03/03/2020,18:00,Jilin,93,1,
03/03/2020,18:00,Shanxi,133,0,
03/03/2020,18:00,Ningxia Hui Autonomous Region,74,0,
03/03/2020,18:00,Jiangsu,631,0,
03/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,
03/03/2020,18:00,Qinghai,18,0,
03/03/2020,18:00,Tibet Autonomous Region,1,0,
