更新日期,更新時間,中國內地,報告/確診個案數目,死亡個案,備註
02/02/2020,9:00,內蒙古自治區,23,,
02/02/2020,9:00,浙江省,599,,
02/02/2020,9:00,河南省,493,,
02/02/2020,9:00,河北省,104,,
02/02/2020,9:00,海南省,63,,
02/02/2020,9:00,吉林省,17,,
02/02/2020,9:00,山西省,56,,
02/02/2020,9:00,寧夏回族自治區,26,,
02/02/2020,9:00,江蘇省,202,,
02/02/2020,9:00,新疆自治區,18,,
02/02/2020,9:00,青海省,9,,
02/02/2020,9:00,西藏自治區,1,,
02/02/2020,18:00,北京巿,191,,
02/02/2020,18:00,遼寧省,69,,
02/02/2020,18:00,安徽省,340,,
02/02/2020,18:00,重慶巿,275,,
02/02/2020,18:00,陝西省,116,,
02/02/2020,18:00,天津巿,48,,
02/02/2020,18:00,福建省,159,,
02/02/2020,18:00,湖南省,463,,
02/02/2020,18:00,四川省,231,,
02/02/2020,18:00,甘肅省,40,,
02/02/2020,18:00,黑龍江省,95,,
02/02/2020,18:00,江西省,333,,
02/02/2020,18:00,廣東省,632,,
02/02/2020,18:00,貴州省,38,,
02/02/2020,18:00,上海巿,182,,
02/02/2020,18:00,山東省,230,,
02/02/2020,18:00,廣西壯族自治區,111,,
02/02/2020,18:00,雲南省,99,,
02/02/2020,18:00,內蒙古自治區,27,,
02/02/2020,18:00,浙江省,661,,
02/02/2020,18:00,河南省,493,,
02/02/2020,18:00,河北省,104,,
02/02/2020,18:00,海南省,64,,
02/02/2020,18:00,吉林省,23,,
02/02/2020,18:00,山西省,56,,
02/02/2020,18:00,寧夏回族自治區,28,,
02/02/2020,18:00,江蘇省,236,,
02/02/2020,18:00,新疆自治區,21,,
02/02/2020,18:00,青海省,11,,
02/02/2020,18:00,西藏自治區,1,,
02/02/2020,23:59,湖北省,11177,,
03/02/2020,9:00,北京巿,191,,
03/02/2020,9:00,遼寧省,70,,
03/02/2020,9:00,安徽省,408,,
03/02/2020,9:00,重慶巿,300,,
03/02/2020,9:00,陝西省,116,,
03/02/2020,9:00,天津巿,48,,
03/02/2020,9:00,福建省,159,,
03/02/2020,9:00,湖南省,463,,
03/02/2020,9:00,四川省,254,,
03/02/2020,9:00,甘肅省,51,,
03/02/2020,9:00,黑龍江省,118,,
03/02/2020,9:00,江西省,391,,
03/02/2020,9:00,廣東省,683,,
03/02/2020,9:00,貴州省,46,,
03/02/2020,9:00,上海巿,193,,
03/02/2020,9:00,山東省,246,,
03/02/2020,9:00,廣西壯族自治區,127,,
03/02/2020,9:00,雲南省,105,,
03/02/2020,9:00,內蒙古自治區,27,,
03/02/2020,9:00,浙江省,724,,
03/02/2020,9:00,河南省,566,,
03/02/2020,9:00,河北省,113,,
03/02/2020,9:00,海南省,71,,
03/02/2020,9:00,吉林省,31,,
03/02/2020,9:00,山西省,66,,
03/02/2020,9:00,寧夏回族自治區,28,,
03/02/2020,9:00,江蘇省,271,,
03/02/2020,9:00,新疆自治區,24,,
03/02/2020,9:00,青海省,11,,
03/02/2020,9:00,西藏自治區,1,,
03/02/2020,18:00,北京巿,212,,
03/02/2020,18:00,遼寧省,73,,
03/02/2020,18:00,安徽省,408,,
03/02/2020,18:00,重慶巿,312,,
03/02/2020,18:00,陝西省,128,,
03/02/2020,18:00,天津巿,56,,
03/02/2020,18:00,福建省,179,,
03/02/2020,18:00,湖南省,521,,
03/02/2020,18:00,四川省,254,,
03/02/2020,18:00,甘肅省,51,,
03/02/2020,18:00,黑龍江省,121,,
03/02/2020,18:00,江西省,391,,
03/02/2020,18:00,廣東省,725,,
03/02/2020,18:00,貴州省,46,,
03/02/2020,18:00,上海巿,203,,
03/02/2020,18:00,山東省,259,,
03/02/2020,18:00,廣西壯族自治區,127,,
03/02/2020,18:00,雲南省,114,,
03/02/2020,18:00,內蒙古自治區,34,,
03/02/2020,18:00,浙江省,724,,
03/02/2020,18:00,河南省,566,,
03/02/2020,18:00,河北省,113,,
03/02/2020,18:00,海南省,71,,
03/02/2020,18:00,吉林省,31,,
03/02/2020,18:00,山西省,66,,
03/02/2020,18:00,寧夏回族自治區,31,,
03/02/2020,18:00,江蘇省,271,,
03/02/2020,18:00,新疆自治區,24,,
03/02/2020,18:00,青海省,13,,
03/02/2020,18:00,西藏自治區,1,,
03/02/2020,23:59,湖北省,13522,,
04/02/2020,9:00,北京巿,212,,
04/02/2020,9:00,遼寧省,74,,
04/02/2020,9:00,安徽省,480,,
04/02/2020,9:00,重慶巿,337,,
04/02/2020,9:00,陝西省,128,,
04/02/2020,9:00,天津巿,60,,
04/02/2020,9:00,福建省,179,,
04/02/2020,9:00,湖南省,521,,
04/02/2020,9:00,四川省,254,,
04/02/2020,9:00,甘肅省,55,,
04/02/2020,9:00,黑龍江省,155,,
04/02/2020,9:00,江西省,391,,
04/02/2020,9:00,廣東省,797,,
04/02/2020,9:00,貴州省,46,,
04/02/2020,9:00,上海巿,208,,
04/02/2020,9:00,山東省,259,,
04/02/2020,9:00,廣西壯族自治區,139,,
04/02/2020,9:00,雲南省,117,,
04/02/2020,9:00,內蒙古自治區,34,,
04/02/2020,9:00,浙江省,724,,
04/02/2020,9:00,河南省,675,,
04/02/2020,9:00,河北省,126,,
04/02/2020,9:00,海南省,79,,
04/02/2020,9:00,吉林省,42,,
04/02/2020,9:00,山西省,74,,
04/02/2020,9:00,寧夏回族自治區,31,,
04/02/2020,9:00,江蘇省,271,,
04/02/2020,9:00,新疆自治區,24,,
04/02/2020,9:00,青海省,13,,
04/02/2020,9:00,西藏自治區,1,,
04/02/2020,18:00,北京巿,228,,
04/02/2020,18:00,遼寧省,77,,
04/02/2020,18:00,安徽省,480,,
04/02/2020,18:00,重慶巿,344,,
04/02/2020,18:00,陝西省,142,,
04/02/2020,18:00,天津巿,66,,
04/02/2020,18:00,福建省,194,,
04/02/2020,18:00,湖南省,593,,
04/02/2020,18:00,四川省,282,,
04/02/2020,18:00,甘肅省,55,,
04/02/2020,18:00,黑龍江省,155,,
04/02/2020,18:00,江西省,476,,
04/02/2020,18:00,廣東省,813,,
04/02/2020,18:00,貴州省,56,,
04/02/2020,18:00,上海巿,219,,
04/02/2020,18:00,山東省,275,,
04/02/2020,18:00,廣西壯族自治區,139,,
04/02/2020,18:00,雲南省,119,,
04/02/2020,18:00,內蒙古自治區,35,,
04/02/2020,18:00,浙江省,829,,
04/02/2020,18:00,河南省,675,,
04/02/2020,18:00,河北省,126,,
04/02/2020,18:00,海南省,80,,
04/02/2020,18:00,吉林省,42,,
04/02/2020,18:00,山西省,74,,
04/02/2020,18:00,寧夏回族自治區,34,,
04/02/2020,18:00,江蘇省,308,,
04/02/2020,18:00,新疆自治區,29,,
04/02/2020,18:00,青海省,15,,
04/02/2020,18:00,西藏自治區,1,,
04/02/2020,23:59,湖北省,16678,,
05/02/2020,9:00,北京巿,228,,
05/02/2020,9:00,遼寧省,81,,
05/02/2020,9:00,安徽省,480,,
05/02/2020,9:00,重慶巿,366,,
05/02/2020,9:00,陝西省,142,,
05/02/2020,9:00,天津巿,67,,
05/02/2020,9:00,福建省,194,,
05/02/2020,9:00,湖南省,593,,
05/02/2020,9:00,四川省,301,,
05/02/2020,9:00,甘肅省,57,,
05/02/2020,9:00,黑龍江省,190,,
05/02/2020,9:00,江西省,476,,
05/02/2020,9:00,廣東省,870,,
05/02/2020,9:00,貴州省,64,,
05/02/2020,9:00,上海巿,233,,
05/02/2020,9:00,山東省,298,,
05/02/2020,9:00,廣西壯族自治區,150,,
05/02/2020,9:00,雲南省,122,,
05/02/2020,9:00,內蒙古自治區,35,,
05/02/2020,9:00,浙江省,829,,
05/02/2020,9:00,河南省,764,,
05/02/2020,9:00,河北省,135,,
05/02/2020,9:00,海南省,80,,
05/02/2020,9:00,吉林省,54,,
05/02/2020,9:00,山西省,81,,
05/02/2020,9:00,寧夏回族自治區,34,,
05/02/2020,9:00,江蘇省,308,,
05/02/2020,9:00,新疆自治區,29,,
05/02/2020,9:00,青海省,15,,
05/02/2020,9:00,西藏自治區,1,,
05/02/2020,18:00,北京巿,253,,
05/02/2020,18:00,遼寧省,81,,
05/02/2020,18:00,安徽省,530,,
05/02/2020,18:00,重慶巿,376,,
05/02/2020,18:00,陝西省,165,,
05/02/2020,18:00,天津巿,69,,
05/02/2020,18:00,福建省,205,,
05/02/2020,18:00,湖南省,661,,
05/02/2020,18:00,四川省,301,,
05/02/2020,18:00,甘肅省,57,,
05/02/2020,18:00,黑龍江省,190,,
05/02/2020,18:00,江西省,548,,
05/02/2020,18:00,廣東省,895,,
05/02/2020,18:00,貴州省,64,,
05/02/2020,18:00,上海巿,243,,
05/02/2020,18:00,山東省,307,,
05/02/2020,18:00,廣西壯族自治區,150,,
05/02/2020,18:00,雲南省,124,,
05/02/2020,18:00,內蒙古自治區,42,,
05/02/2020,18:00,浙江省,895,,
05/02/2020,18:00,河南省,764,,
05/02/2020,18:00,河北省,135,,
05/02/2020,18:00,海南省,91,,
05/02/2020,18:00,吉林省,54,,
05/02/2020,18:00,山西省,81,,
05/02/2020,18:00,寧夏回族自治區,34,,
05/02/2020,18:00,江蘇省,341,,
05/02/2020,18:00,新疆自治區,32,,
05/02/2020,18:00,青海省,17,,
05/02/2020,18:00,西藏自治區,1,,
05/02/2020,23:59,湖北省,19665,,
06/02/2020,9:00,北京巿,253,,
06/02/2020,9:00,遼寧省,89,,
06/02/2020,9:00,安徽省,591,,
06/02/2020,9:00,重慶巿,389,,
06/02/2020,9:00,陝西省,165,,
06/02/2020,9:00,天津巿,73,,
06/02/2020,9:00,福建省,205,,
06/02/2020,9:00,湖南省,711,,
06/02/2020,9:00,四川省,321,,
06/02/2020,9:00,甘肅省,62,,
06/02/2020,9:00,黑龍江省,227,,
06/02/2020,9:00,江西省,548,,
06/02/2020,9:00,廣東省,944,,
06/02/2020,9:00,貴州省,69,,
06/02/2020,9:00,上海巿,254,,
06/02/2020,9:00,山東省,343,,
06/02/2020,9:00,廣西壯族自治區,168,,
06/02/2020,9:00,雲南省,128,,
06/02/2020,9:00,內蒙古自治區,42,,
06/02/2020,9:00,浙江省,895,,
06/02/2020,9:00,河南省,851,,
06/02/2020,9:00,河北省,157,,
06/02/2020,9:00,海南省,105,,
06/02/2020,9:00,吉林省,59,,
06/02/2020,9:00,山西省,90,,
06/02/2020,9:00,寧夏回族自治區,34,,
06/02/2020,9:00,江蘇省,373,,
06/02/2020,9:00,新疆自治區,32,,
06/02/2020,9:00,青海省,17,,
06/02/2020,9:00,西藏自治區,1,,
06/02/2020,18:00,北京巿,274,,
06/02/2020,18:00,遼寧省,89,,
06/02/2020,18:00,安徽省,591,,
06/02/2020,18:00,重慶巿,400,,
06/02/2020,18:00,陝西省,173,,
06/02/2020,18:00,天津巿,78,,
06/02/2020,18:00,福建省,215,,
06/02/2020,18:00,湖南省,711,,
06/02/2020,18:00,四川省,321,,
06/02/2020,18:00,甘肅省,62,,
06/02/2020,18:00,黑龍江省,227,,
06/02/2020,18:00,江西省,600,,
06/02/2020,18:00,廣東省,970,,
06/02/2020,18:00,貴州省,71,,
06/02/2020,18:00,上海巿,257,,
06/02/2020,18:00,山東省,347,,
06/02/2020,18:00,廣西壯族自治區,168,,
06/02/2020,18:00,雲南省,133,,
06/02/2020,18:00,內蒙古自治區,46,,
06/02/2020,18:00,浙江省,954,,
06/02/2020,18:00,河南省,851,,
06/02/2020,18:00,河北省,157,,
06/02/2020,18:00,海南省,106,,
06/02/2020,18:00,吉林省,59,,
06/02/2020,18:00,山西省,90,,
06/02/2020,18:00,寧夏回族自治區,40,,
06/02/2020,18:00,江蘇省,373,,
06/02/2020,18:00,新疆自治區,36,,
06/02/2020,18:00,青海省,18,,
06/02/2020,18:00,西藏自治區,1,,
06/02/2020,23:59,湖北省,22112,,
07/02/2020,9:00,北京巿,274,,
07/02/2020,9:00,遼寧省,94,,
07/02/2020,9:00,安徽省,591,,
07/02/2020,9:00,重慶巿,411,,
07/02/2020,9:00,陝西省,173,,
07/02/2020,9:00,天津巿,79,,
07/02/2020,9:00,福建省,215,,
07/02/2020,9:00,湖南省,711,,
07/02/2020,9:00,四川省,344,,
07/02/2020,9:00,甘肅省,67,,
07/02/2020,9:00,黑龍江省,227,,
07/02/2020,9:00,江西省,600,,
07/02/2020,9:00,廣東省,1018,,
07/02/2020,9:00,貴州省,71,,
07/02/2020,9:00,上海巿,269,,
07/02/2020,9:00,山東省,379,,
07/02/2020,9:00,廣西壯族自治區,172,,
07/02/2020,9:00,雲南省,135,,
07/02/2020,9:00,內蒙古自治區,46,,
07/02/2020,9:00,浙江省,954,,
07/02/2020,9:00,河南省,914,,
07/02/2020,9:00,河北省,171,,
07/02/2020,9:00,海南省,114,,
07/02/2020,9:00,吉林省,65,,
07/02/2020,9:00,山西省,96,,
07/02/2020,9:00,寧夏回族自治區,40,,
07/02/2020,9:00,江蘇省,373,,
07/02/2020,9:00,新疆自治區,36,,
07/02/2020,9:00,青海省,18,,
07/02/2020,9:00,西藏自治區,1,,
07/02/2020,18:00,北京巿,297,,
07/02/2020,18:00,遼寧省,95,,
07/02/2020,18:00,安徽省,665,,
07/02/2020,18:00,重慶巿,415,,
07/02/2020,18:00,陝西省,184,,
07/02/2020,18:00,天津巿,81,,
07/02/2020,18:00,福建省,224,,
07/02/2020,18:00,湖南省,772,,
07/02/2020,18:00,四川省,344,,
07/02/2020,18:00,甘肅省,67,,
07/02/2020,18:00,黑龍江省,277,,
07/02/2020,18:00,江西省,661,,
07/02/2020,18:00,廣東省,1034,,
07/02/2020,18:00,貴州省,77,,
07/02/2020,18:00,上海巿,277,,
07/02/2020,18:00,山東省,386,,
07/02/2020,18:00,廣西壯族自治區,172,,
07/02/2020,18:00,雲南省,136,,
07/02/2020,18:00,內蒙古自治區,50,,
07/02/2020,18:00,浙江省,1006,,
07/02/2020,18:00,河南省,914,,
07/02/2020,18:00,河北省,172,,
07/02/2020,18:00,海南省,115,,
07/02/2020,18:00,吉林省,65,,
07/02/2020,18:00,山西省,96,,
07/02/2020,18:00,寧夏回族自治區,43,,
07/02/2020,18:00,江蘇省,408,,
07/02/2020,18:00,新疆自治區,39,,
07/02/2020,18:00,青海省,18,,
07/02/2020,18:00,西藏自治區,1,,
07/02/2020,23:59,湖北省,24953,,
08/02/2020,9:00,北京巿,297,,
08/02/2020,9:00,遼寧省,99,,
08/02/2020,9:00,安徽省,733,,
08/02/2020,9:00,重慶巿,426,,
08/02/2020,9:00,陝西省,184,,
08/02/2020,9:00,天津巿,81,,
08/02/2020,9:00,福建省,224,,
08/02/2020,9:00,湖南省,772,,
08/02/2020,9:00,四川省,344,,
08/02/2020,9:00,甘肅省,71,,
08/02/2020,9:00,黑龍江省,277,,
08/02/2020,9:00,江西省,661,,
08/02/2020,9:00,廣東省,1075,,
08/02/2020,9:00,貴州省,81,,
08/02/2020,9:00,上海巿,281,,
08/02/2020,9:00,山東省,407,,
08/02/2020,9:00,廣西壯族自治區,183,,
08/02/2020,9:00,雲南省,138,,
08/02/2020,9:00,內蒙古自治區,50,,
08/02/2020,9:00,浙江省,1006,,
08/02/2020,9:00,河南省,981,,
08/02/2020,9:00,河北省,195,,
08/02/2020,9:00,海南省,124,,
08/02/2020,9:00,吉林省,69,,
08/02/2020,9:00,山西省,104,,
08/02/2020,9:00,寧夏回族自治區,43,,
08/02/2020,9:00,江蘇省,408,,
08/02/2020,9:00,新疆自治區,39,,
08/02/2020,9:00,青海省,18,,
08/02/2020,9:00,西藏自治區,1,,
08/02/2020,18:00,北京巿,315,,
08/02/2020,18:00,遼寧省,103,,
08/02/2020,18:00,安徽省,733,,
08/02/2020,18:00,重慶巿,428,,
08/02/2020,18:00,陝西省,195,,
08/02/2020,18:00,天津巿,88,,
08/02/2020,18:00,福建省,239,,
08/02/2020,18:00,湖南省,803,,
08/02/2020,18:00,四川省,363,,
08/02/2020,18:00,甘肅省,71,,
08/02/2020,18:00,黑龍江省,295,,
08/02/2020,18:00,江西省,698,,
08/02/2020,18:00,廣東省,1095,,
08/02/2020,18:00,貴州省,89,,
08/02/2020,18:00,上海巿,286,,
08/02/2020,18:00,山東省,416,,
08/02/2020,18:00,廣西壯族自治區,183,,
08/02/2020,18:00,雲南省,138,,
08/02/2020,18:00,內蒙古自治區,52,,
08/02/2020,18:00,浙江省,1048,,
08/02/2020,18:00,河南省,981,,
08/02/2020,18:00,河北省,195,,
08/02/2020,18:00,海南省,124,,
08/02/2020,18:00,吉林省,69,,
08/02/2020,18:00,山西省,104,,
08/02/2020,18:00,寧夏回族自治區,45,,
08/02/2020,18:00,江蘇省,439,,
08/02/2020,18:00,新疆自治區,42,,
08/02/2020,18:00,青海省,18,,
08/02/2020,18:00,西藏自治區,1,,
08/02/2020,23:59,湖北省,27100,,
09/02/2020,9:00,北京巿,315,,
09/02/2020,9:00,遼寧省,105,,
09/02/2020,9:00,安徽省,733,,
09/02/2020,9:00,重慶巿,446,,
09/02/2020,9:00,陝西省,195,,
09/02/2020,9:00,天津巿,88,,
09/02/2020,9:00,福建省,239,,
09/02/2020,9:00,湖南省,838,,
09/02/2020,9:00,四川省,386,,
09/02/2020,9:00,甘肅省,79,,
09/02/2020,9:00,黑龍江省,307,,
09/02/2020,9:00,江西省,698,,
09/02/2020,9:00,廣東省,1120,,
09/02/2020,9:00,貴州省,89,,
09/02/2020,9:00,上海巿,292,,
09/02/2020,9:00,山東省,416,,
09/02/2020,9:00,廣西壯族自治區,195,,
09/02/2020,9:00,雲南省,140,,
09/02/2020,9:00,內蒙古自治區,52,,
09/02/2020,9:00,浙江省,1048,,
09/02/2020,9:00,河南省,1033,,
09/02/2020,9:00,河北省,206,,
09/02/2020,9:00,海南省,128,,
09/02/2020,9:00,吉林省,78,,
09/02/2020,9:00,山西省,115,,
09/02/2020,9:00,寧夏回族自治區,45,,
09/02/2020,9:00,江蘇省,468,,
09/02/2020,9:00,新疆自治區,45,,
09/02/2020,9:00,青海省,18,,
09/02/2020,9:00,西藏自治區,1,,
09/02/2020,18:00,北京巿,326,,
09/02/2020,18:00,遼寧省,105,,
09/02/2020,18:00,安徽省,779,,
09/02/2020,18:00,重慶巿,450,,
09/02/2020,18:00,陝西省,208,,
09/02/2020,18:00,天津巿,90,,
09/02/2020,18:00,福建省,250,,
09/02/2020,18:00,湖南省,838,,
09/02/2020,18:00,四川省,386,,
09/02/2020,18:00,甘肅省,79,,
09/02/2020,18:00,黑龍江省,307,,
09/02/2020,18:00,江西省,740,,
09/02/2020,18:00,廣東省,1131,,
09/02/2020,18:00,貴州省,99,,
09/02/2020,18:00,上海巿,293,,
09/02/2020,18:00,山東省,444,,
09/02/2020,18:00,廣西壯族自治區,195,,
09/02/2020,18:00,雲南省,141,,
09/02/2020,18:00,內蒙古自治區,54,,
09/02/2020,18:00,浙江省,1075,,
09/02/2020,18:00,河南省,1033,,
09/02/2020,18:00,河北省,206,,
09/02/2020,18:00,海南省,130,,
09/02/2020,18:00,吉林省,78,,
09/02/2020,18:00,山西省,115,,
09/02/2020,18:00,寧夏回族自治區,45,,
09/02/2020,18:00,江蘇省,468,,
09/02/2020,18:00,新疆自治區,45,,
09/02/2020,18:00,青海省,18,,
09/02/2020,18:00,西藏自治區,1,,
09/02/2020,23:59,湖北省,29631,871,
10/02/2020,9:00,北京巿,326,,
10/02/2020,9:00,遼寧省,107,,
10/02/2020,9:00,安徽省,779,,
10/02/2020,9:00,重慶巿,468,,
10/02/2020,9:00,陝西省,208,,
10/02/2020,9:00,天津巿,91,,
10/02/2020,9:00,福建省,250,,
10/02/2020,9:00,湖南省,838,,
10/02/2020,9:00,四川省,405,,
10/02/2020,9:00,甘肅省,83,,
10/02/2020,9:00,黑龍江省,331,,
10/02/2020,9:00,江西省,740,,
10/02/2020,9:00,廣東省,1151,,
10/02/2020,9:00,貴州省,99,,
10/02/2020,9:00,上海巿,295,,
10/02/2020,9:00,山東省,459,,
10/02/2020,9:00,廣西壯族自治區,210,,
10/02/2020,9:00,雲南省,141,,
10/02/2020,9:00,內蒙古自治區,54,,
10/02/2020,9:00,浙江省,1075,,
10/02/2020,9:00,河南省,1073,,
10/02/2020,9:00,河北省,218,,
10/02/2020,9:00,海南省,136,,
10/02/2020,9:00,吉林省,80,,
10/02/2020,9:00,山西省,119,,
10/02/2020,9:00,寧夏回族自治區,45,,
10/02/2020,9:00,江蘇省,468,,
10/02/2020,9:00,新疆自治區,49,,
10/02/2020,9:00,青海省,18,,
10/02/2020,9:00,西藏自治區,1,,
10/02/2020,18:00,北京巿,337,2,
10/02/2020,18:00,遼寧省,108,0,
10/02/2020,18:00,安徽省,830,3,
10/02/2020,18:00,重慶巿,473,2,
10/02/2020,18:00,陝西省,213,0,
10/02/2020,18:00,天津巿,94,1,
10/02/2020,18:00,福建省,261,0,
10/02/2020,18:00,湖南省,879,1,
10/02/2020,18:00,四川省,405,1,
10/02/2020,18:00,甘肅省,83,2,
10/02/2020,18:00,黑龍江省,331,7,
10/02/2020,18:00,江西省,771,1,
10/02/2020,18:00,廣東省,1159,1,
10/02/2020,18:00,貴州省,109,1,
10/02/2020,18:00,上海巿,299,1,
10/02/2020,18:00,山東省,466,1,
10/02/2020,18:00,廣西壯族自治區,210,1,
10/02/2020,18:00,雲南省,149,0,
10/02/2020,18:00,內蒙古自治區,58,0,
10/02/2020,18:00,浙江省,1092,0,
10/02/2020,18:00,河南省,1073,6,
10/02/2020,18:00,河北省,218,2,
10/02/2020,18:00,海南省,138,3,
10/02/2020,18:00,吉林省,80,1,
10/02/2020,18:00,山西省,119,0,
10/02/2020,18:00,寧夏回族自治區,49,0,
10/02/2020,18:00,江蘇省,492,0,
10/02/2020,18:00,新疆自治區,49,0,
10/02/2020,18:00,青海省,18,0,
10/02/2020,18:00,西藏自治區,1,0,
