更新日期,更新時間,中國內地,報告/確診個案數目,死亡個案,備註
27/02/2020,18:00,黑龍江省,480,13,
27/02/2020,18:00,江西省,934,1,
27/02/2020,18:00,廣東省,1347,7,
27/02/2020,18:00,貴州省,146,2,
27/02/2020,18:00,上海巿,337,3,
27/02/2020,18:00,山東省,756,6,
27/02/2020,18:00,廣西壯族自治區,252,2,
27/02/2020,18:00,雲南省,174,2,
27/02/2020,18:00,內蒙古自治區,75,0,
27/02/2020,18:00,浙江省,1205,1,
27/02/2020,18:00,河南省,1272,20,
27/02/2020,18:00,河北省,317,6,
27/02/2020,18:00,海南省,168,5,
27/02/2020,18:00,吉林省,93,1,
27/02/2020,18:00,山西省,133,0,
27/02/2020,18:00,寧夏回族自治區,72,0,
27/02/2020,18:00,江蘇省,631,0,
27/02/2020,18:00,新疆自治區,76,2,
27/02/2020,18:00,青海省,18,0,
27/02/2020,18:00,西藏自治區,1,0,
27/02/2020,23:59,湖北省,65914,2682,
28/02/2020,9:00,北京巿,410,7,
28/02/2020,9:00,遼寧省,121,1,
28/02/2020,9:00,安徽省,990,6,
28/02/2020,9:00,重慶巿,576,6,
28/02/2020,9:00,陝西省,245,1,
28/02/2020,9:00,天津巿,136,3,
28/02/2020,9:00,福建省,296,1,
28/02/2020,9:00,湖南省,1017,4,
28/02/2020,9:00,四川省,538,3,
28/02/2020,9:00,甘肅省,91,2,
28/02/2020,9:00,黑龍江省,480,13,
28/02/2020,9:00,江西省,935,1,
28/02/2020,9:00,廣東省,1348,7,
28/02/2020,9:00,貴州省,146,2,
28/02/2020,9:00,上海巿,337,3,
28/02/2020,9:00,山東省,756,6,
28/02/2020,9:00,廣西壯族自治區,252,2,
28/02/2020,9:00,雲南省,174,2,
28/02/2020,9:00,內蒙古自治區,75,0,
28/02/2020,9:00,浙江省,1205,1,
28/02/2020,9:00,河南省,1272,20,
28/02/2020,9:00,河北省,318,6,
28/02/2020,9:00,海南省,168,5,
28/02/2020,9:00,吉林省,93,1,
28/02/2020,9:00,山西省,133,0,
28/02/2020,9:00,寧夏回族自治區,72,0,
28/02/2020,9:00,江蘇省,631,0,
28/02/2020,9:00,新疆自治區,76,3,
28/02/2020,9:00,青海省,18,0,
28/02/2020,9:00,西藏自治區,1,0,
28/02/2020,18:00,北京巿,410,7,
28/02/2020,18:00,遼寧省,121,1,
28/02/2020,18:00,安徽省,990,6,
28/02/2020,18:00,重慶巿,576,6,
28/02/2020,18:00,陝西省,245,1,
28/02/2020,18:00,天津巿,136,3,
28/02/2020,18:00,福建省,296,1,
28/02/2020,18:00,湖南省,1017,4,
28/02/2020,18:00,四川省,538,3,
28/02/2020,18:00,甘肅省,91,2,
28/02/2020,18:00,黑龍江省,480,13,
28/02/2020,18:00,江西省,935,1,
28/02/2020,18:00,廣東省,1348,7,
28/02/2020,18:00,貴州省,146,2,
28/02/2020,18:00,上海巿,337,3,
28/02/2020,18:00,山東省,756,6,
28/02/2020,18:00,廣西壯族自治區,252,2,
28/02/2020,18:00,雲南省,174,2,
28/02/2020,18:00,內蒙古自治區,75,0,
28/02/2020,18:00,浙江省,1205,1,
28/02/2020,18:00,河南省,1272,20,
28/02/2020,18:00,河北省,318,6,
28/02/2020,18:00,海南省,168,5,
28/02/2020,18:00,吉林省,93,1,
28/02/2020,18:00,山西省,133,0,
28/02/2020,18:00,寧夏回族自治區,72,0,
28/02/2020,18:00,江蘇省,631,0,
28/02/2020,18:00,新疆自治區,76,3,
28/02/2020,18:00,青海省,18,0,
28/02/2020,18:00,西藏自治區,1,0,
28/02/2020,23:59,湖北省,66337,2727,
29/02/2020,9:00,北京巿,410,7,
29/02/2020,9:00,遼寧省,121,1,
29/02/2020,9:00,安徽省,990,6,
29/02/2020,9:00,重慶巿,576,6,
29/02/2020,9:00,陝西省,245,1,
29/02/2020,9:00,天津巿,136,3,
29/02/2020,9:00,福建省,296,1,
29/02/2020,9:00,湖南省,1018,4,
29/02/2020,9:00,四川省,538,3,
29/02/2020,9:00,甘肅省,91,2,
29/02/2020,9:00,黑龍江省,480,13,
29/02/2020,9:00,江西省,935,1,
29/02/2020,9:00,廣東省,1349,7,
29/02/2020,9:00,貴州省,146,2,
29/02/2020,9:00,上海巿,337,3,
29/02/2020,9:00,山東省,756,6,
29/02/2020,9:00,廣西壯族自治區,252,2,
29/02/2020,9:00,雲南省,174,2,
29/02/2020,9:00,內蒙古自治區,75,0,
29/02/2020,9:00,浙江省,1205,1,
29/02/2020,9:00,河南省,1272,21,
29/02/2020,9:00,河北省,318,6,
29/02/2020,9:00,海南省,168,5,
29/02/2020,9:00,吉林省,93,1,
29/02/2020,9:00,山西省,133,0,
29/02/2020,9:00,寧夏回族自治區,72,0,
29/02/2020,9:00,江蘇省,631,0,
29/02/2020,9:00,新疆自治區,76,3,
29/02/2020,9:00,青海省,18,0,
29/02/2020,9:00,西藏自治區,1,0,
29/02/2020,18:00,北京巿,411,8,
29/02/2020,18:00,遼寧省,121,1,
29/02/2020,18:00,安徽省,990,6,
29/02/2020,18:00,重慶巿,576,6,
29/02/2020,18:00,陝西省,245,1,
29/02/2020,18:00,天津巿,136,3,
29/02/2020,18:00,福建省,296,1,
29/02/2020,18:00,湖南省,1018,4,
29/02/2020,18:00,四川省,538,3,
29/02/2020,18:00,甘肅省,91,2,
29/02/2020,18:00,黑龍江省,480,13,
29/02/2020,18:00,江西省,935,1,
29/02/2020,18:00,廣東省,1349,7,
29/02/2020,18:00,貴州省,146,2,
29/02/2020,18:00,上海巿,337,3,
29/02/2020,18:00,山東省,756,6,
29/02/2020,18:00,廣西壯族自治區,252,2,
29/02/2020,18:00,雲南省,174,2,
29/02/2020,18:00,內蒙古自治區,75,0,
29/02/2020,18:00,浙江省,1205,1,
29/02/2020,18:00,河南省,1272,21,
29/02/2020,18:00,河北省,318,6,
29/02/2020,18:00,海南省,168,5,
29/02/2020,18:00,吉林省,93,1,
29/02/2020,18:00,山西省,133,0,
29/02/2020,18:00,寧夏回族自治區,73,0,
29/02/2020,18:00,江蘇省,631,0,
29/02/2020,18:00,新疆自治區,76,3,
29/02/2020,18:00,青海省,18,0,
29/02/2020,18:00,西藏自治區,1,0,
29/02/2020,23:59,湖北省,66907,2761,
01/03/2020,9:00,北京巿,411,8,
01/03/2020,9:00,遼寧省,122,1,
01/03/2020,9:00,安徽省,990,6,
01/03/2020,9:00,重慶巿,576,6,
01/03/2020,9:00,陝西省,245,1,
01/03/2020,9:00,天津巿,136,3,
01/03/2020,9:00,福建省,296,1,
01/03/2020,9:00,湖南省,1018,4,
01/03/2020,9:00,四川省,538,3,
01/03/2020,9:00,甘肅省,91,2,
01/03/2020,9:00,黑龍江省,480,13,
01/03/2020,9:00,江西省,935,1,
01/03/2020,9:00,廣東省,1349,7,
01/03/2020,9:00,貴州省,146,2,
01/03/2020,9:00,上海巿,337,3,
01/03/2020,9:00,山東省,756,6,
01/03/2020,9:00,廣西壯族自治區,252,2,
01/03/2020,9:00,雲南省,174,2,
01/03/2020,9:00,內蒙古自治區,75,0,
01/03/2020,9:00,浙江省,1205,1,
01/03/2020,9:00,河南省,1272,22,
01/03/2020,9:00,河北省,318,6,
01/03/2020,9:00,海南省,168,5,
01/03/2020,9:00,吉林省,93,1,
01/03/2020,9:00,山西省,133,0,
01/03/2020,9:00,寧夏回族自治區,73,0,
01/03/2020,9:00,江蘇省,631,0,
01/03/2020,9:00,新疆自治區,76,3,
01/03/2020,9:00,青海省,18,0,
01/03/2020,9:00,西藏自治區,1,0,
01/03/2020,18:00,北京巿,413,8,
01/03/2020,18:00,遼寧省,122,1,
01/03/2020,18:00,安徽省,990,6,
01/03/2020,18:00,重慶巿,576,6,
01/03/2020,18:00,陝西省,245,1,
01/03/2020,18:00,天津巿,136,3,
01/03/2020,18:00,福建省,296,1,
01/03/2020,18:00,湖南省,1018,4,
01/03/2020,18:00,四川省,538,3,
01/03/2020,18:00,甘肅省,91,2,
01/03/2020,18:00,黑龍江省,480,13,
01/03/2020,18:00,江西省,935,1,
01/03/2020,18:00,廣東省,1349,7,
01/03/2020,18:00,貴州省,146,2,
01/03/2020,18:00,上海巿,337,3,
01/03/2020,18:00,山東省,758,6,
01/03/2020,18:00,廣西壯族自治區,252,2,
01/03/2020,18:00,雲南省,174,2,
01/03/2020,18:00,內蒙古自治區,75,0,
01/03/2020,18:00,浙江省,1205,1,
01/03/2020,18:00,河南省,1272,22,
01/03/2020,18:00,河北省,318,6,
01/03/2020,18:00,海南省,168,5,
01/03/2020,18:00,吉林省,93,1,
01/03/2020,18:00,山西省,133,0,
01/03/2020,18:00,寧夏回族自治區,73,0,
01/03/2020,18:00,江蘇省,631,0,
01/03/2020,18:00,新疆自治區,76,3,
01/03/2020,18:00,青海省,18,0,
01/03/2020,18:00,西藏自治區,1,0,
01/03/2020,23:59,湖北省,67103,2803,
02/03/2020,9:00,北京巿,413,8,
02/03/2020,9:00,遼寧省,122,1,
02/03/2020,9:00,安徽省,990,6,
02/03/2020,9:00,重慶巿,576,6,
02/03/2020,9:00,陝西省,245,1,
02/03/2020,9:00,天津巿,136,3,
02/03/2020,9:00,福建省,296,1,
02/03/2020,9:00,湖南省,1018,4,
02/03/2020,9:00,四川省,538,3,
02/03/2020,9:00,甘肅省,91,2,
02/03/2020,9:00,黑龍江省,480,13,
02/03/2020,9:00,江西省,935,1,
02/03/2020,9:00,廣東省,1350,7,
02/03/2020,9:00,貴州省,146,2,
02/03/2020,9:00,上海巿,337,3,
02/03/2020,9:00,山東省,758,6,
02/03/2020,9:00,廣西壯族自治區,252,2,
02/03/2020,9:00,雲南省,174,2,
02/03/2020,9:00,內蒙古自治區,75,0,
02/03/2020,9:00,浙江省,1205,1,
02/03/2020,9:00,河南省,1272,22,
02/03/2020,9:00,河北省,318,6,
02/03/2020,9:00,海南省,168,5,
02/03/2020,9:00,吉林省,93,1,
02/03/2020,9:00,山西省,133,0,
02/03/2020,9:00,寧夏回族自治區,73,0,
02/03/2020,9:00,江蘇省,631,0,
02/03/2020,9:00,新疆自治區,76,3,
02/03/2020,9:00,青海省,18,0,
02/03/2020,9:00,西藏自治區,1,0,
02/03/2020,18:00,北京巿,414,8,
02/03/2020,18:00,遼寧省,122,1,
02/03/2020,18:00,安徽省,990,6,
02/03/2020,18:00,重慶巿,576,6,
02/03/2020,18:00,陝西省,245,1,
02/03/2020,18:00,天津巿,136,3,
02/03/2020,18:00,福建省,296,1,
02/03/2020,18:00,湖南省,1018,4,
02/03/2020,18:00,四川省,538,3,
02/03/2020,18:00,甘肅省,91,2,
02/03/2020,18:00,黑龍江省,480,13,
02/03/2020,18:00,江西省,935,1,
02/03/2020,18:00,廣東省,1350,7,
02/03/2020,18:00,貴州省,146,2,
02/03/2020,18:00,上海巿,337,3,
02/03/2020,18:00,山東省,758,6,
02/03/2020,18:00,廣西壯族自治區,252,2,
02/03/2020,18:00,雲南省,174,2,
02/03/2020,18:00,內蒙古自治區,75,0,
02/03/2020,18:00,浙江省,1206,1,
02/03/2020,18:00,河南省,1272,22,
02/03/2020,18:00,河北省,318,6,
02/03/2020,18:00,海南省,168,5,
02/03/2020,18:00,吉林省,93,1,
02/03/2020,18:00,山西省,133,0,
02/03/2020,18:00,寧夏回族自治區,74,0,
02/03/2020,18:00,江蘇省,631,0,
02/03/2020,18:00,新疆自治區,76,3,
02/03/2020,18:00,青海省,18,0,
02/03/2020,18:00,西藏自治區,1,0,
02/03/2020,23:59,湖北省,67217,2834,
03/03/2020,9:00,北京巿,414,8,
03/03/2020,9:00,遼寧省,125,1,
03/03/2020,9:00,安徽省,990,6,
03/03/2020,9:00,重慶巿,576,6,
03/03/2020,9:00,陝西省,245,1,
03/03/2020,9:00,天津巿,136,3,
03/03/2020,9:00,福建省,296,1,
03/03/2020,9:00,湖南省,1018,4,
03/03/2020,9:00,四川省,538,3,
03/03/2020,9:00,甘肅省,91,2,
03/03/2020,9:00,黑龍江省,480,13,
03/03/2020,9:00,江西省,935,1,
03/03/2020,9:00,廣東省,1350,7,
03/03/2020,9:00,貴州省,146,2,
03/03/2020,9:00,上海巿,337,3,
03/03/2020,9:00,山東省,758,6,
03/03/2020,9:00,廣西壯族自治區,252,2,
03/03/2020,9:00,雲南省,174,2,
03/03/2020,9:00,內蒙古自治區,75,0,
03/03/2020,9:00,浙江省,1206,1,
03/03/2020,9:00,河南省,1272,22,
03/03/2020,9:00,河北省,318,6,
03/03/2020,9:00,海南省,168,5,
03/03/2020,9:00,吉林省,93,1,
03/03/2020,9:00,山西省,133,0,
03/03/2020,9:00,寧夏回族自治區,74,0,
03/03/2020,9:00,江蘇省,631,0,
03/03/2020,9:00,新疆自治區,76,3,
03/03/2020,9:00,青海省,18,0,
03/03/2020,9:00,西藏自治區,1,0,
03/03/2020,18:00,北京巿,414,8,
03/03/2020,18:00,遼寧省,125,1,
03/03/2020,18:00,安徽省,990,6,
03/03/2020,18:00,重慶巿,576,6,
03/03/2020,18:00,陝西省,245,1,
03/03/2020,18:00,天津巿,136,3,
03/03/2020,18:00,福建省,296,1,
03/03/2020,18:00,湖南省,1018,4,
03/03/2020,18:00,四川省,538,3,
03/03/2020,18:00,甘肅省,91,2,
03/03/2020,18:00,黑龍江省,480,13,
03/03/2020,18:00,江西省,935,1,
03/03/2020,18:00,廣東省,1350,7,
03/03/2020,18:00,貴州省,146,2,
03/03/2020,18:00,上海巿,338,3,
03/03/2020,18:00,山東省,758,6,
03/03/2020,18:00,廣西壯族自治區,252,2,
03/03/2020,18:00,雲南省,174,2,
03/03/2020,18:00,內蒙古自治區,75,1,
03/03/2020,18:00,浙江省,1213,1,
03/03/2020,18:00,河南省,1272,22,
03/03/2020,18:00,河北省,318,6,
03/03/2020,18:00,海南省,168,5,
03/03/2020,18:00,吉林省,93,1,
03/03/2020,18:00,山西省,133,0,
03/03/2020,18:00,寧夏回族自治區,74,0,
03/03/2020,18:00,江蘇省,631,0,
03/03/2020,18:00,新疆自治區,76,3,
03/03/2020,18:00,青海省,18,0,
03/03/2020,18:00,西藏自治區,1,0,
03/03/2020,23:59,湖北省,67332,2871,
04/03/2020,9:00,北京巿,414,8,
04/03/2020,9:00,遼寧省,125,1,
04/03/2020,9:00,安徽省,990,6,
04/03/2020,9:00,重慶巿,576,6,
04/03/2020,9:00,陝西省,245,1,
04/03/2020,9:00,天津巿,136,3,
04/03/2020,9:00,福建省,296,1,
04/03/2020,9:00,湖南省,1018,4,
04/03/2020,9:00,四川省,538,3,
04/03/2020,9:00,甘肅省,91,2,
04/03/2020,9:00,黑龍江省,480,13,
04/03/2020,9:00,江西省,935,1,
04/03/2020,9:00,廣東省,1350,7,
04/03/2020,9:00,貴州省,146,2,
04/03/2020,9:00,上海巿,338,3,
04/03/2020,9:00,山東省,758,6,
04/03/2020,9:00,廣西壯族自治區,252,2,
04/03/2020,9:00,雲南省,174,2,
04/03/2020,9:00,內蒙古自治區,75,1,
04/03/2020,9:00,浙江省,1213,1,
04/03/2020,9:00,河南省,1272,22,
04/03/2020,9:00,河北省,318,6,
04/03/2020,9:00,海南省,168,5,
04/03/2020,9:00,吉林省,93,1,
04/03/2020,9:00,山西省,133,0,
04/03/2020,9:00,寧夏回族自治區,75,0,
04/03/2020,9:00,江蘇省,631,0,
04/03/2020,9:00,新疆自治區,76,3,
04/03/2020,9:00,青海省,18,0,
04/03/2020,9:00,西藏自治區,1,0,
04/03/2020,18:00,北京巿,417,8,
04/03/2020,18:00,遼寧省,125,1,
04/03/2020,18:00,安徽省,990,6,
04/03/2020,18:00,重慶巿,576,6,
04/03/2020,18:00,陝西省,245,1,
04/03/2020,18:00,天津巿,136,3,
04/03/2020,18:00,福建省,296,1,
04/03/2020,18:00,湖南省,1018,4,
04/03/2020,18:00,四川省,538,3,
04/03/2020,18:00,甘肅省,91,2,
04/03/2020,18:00,黑龍江省,480,13,
04/03/2020,18:00,江西省,935,1,
04/03/2020,18:00,廣東省,1350,7,
04/03/2020,18:00,貴州省,146,2,
04/03/2020,18:00,上海巿,338,3,
04/03/2020,18:00,山東省,758,6,
04/03/2020,18:00,廣西壯族自治區,252,2,
04/03/2020,18:00,雲南省,174,2,
04/03/2020,18:00,內蒙古自治區,75,1,
04/03/2020,18:00,浙江省,1213,1,
04/03/2020,18:00,河南省,1272,22,
04/03/2020,18:00,河北省,318,6,
04/03/2020,18:00,海南省,168,5,
04/03/2020,18:00,吉林省,93,1,
04/03/2020,18:00,山西省,133,0,
04/03/2020,18:00,寧夏回族自治區,75,0,
04/03/2020,18:00,江蘇省,631,0,
04/03/2020,18:00,新疆自治區,76,3,
04/03/2020,18:00,青海省,18,0,
04/03/2020,18:00,西藏自治區,1,0,
04/03/2020,23:59,湖北省,67466,2902,
05/03/2020,9:00,北京巿,417,8,
05/03/2020,9:00,遼寧省,125,1,
05/03/2020,9:00,安徽省,990,6,
05/03/2020,9:00,重慶巿,576,6,
05/03/2020,9:00,陝西省,245,1,
05/03/2020,9:00,天津巿,136,3,
05/03/2020,9:00,福建省,296,1,
05/03/2020,9:00,湖南省,1018,4,
05/03/2020,9:00,四川省,539,3,
05/03/2020,9:00,甘肅省,91,2,
05/03/2020,9:00,黑龍江省,481,13,
05/03/2020,9:00,江西省,935,1,
05/03/2020,9:00,廣東省,1350,7,
05/03/2020,9:00,貴州省,146,2,
05/03/2020,9:00,上海巿,338,3,
05/03/2020,9:00,山東省,758,6,
05/03/2020,9:00,廣西壯族自治區,252,2,
05/03/2020,9:00,雲南省,174,2,
05/03/2020,9:00,內蒙古自治區,75,1,
05/03/2020,9:00,浙江省,1215,1,
05/03/2020,9:00,河南省,1272,22,
05/03/2020,9:00,河北省,318,6,
05/03/2020,9:00,海南省,168,5,
05/03/2020,9:00,吉林省,93,1,
05/03/2020,9:00,山西省,133,0,
05/03/2020,9:00,寧夏回族自治區,75,0,
05/03/2020,9:00,江蘇省,631,0,
05/03/2020,9:00,新疆自治區,76,3,
05/03/2020,9:00,青海省,18,0,
05/03/2020,9:00,西藏自治區,1,0,
05/03/2020,18:00,北京巿,418,8,
05/03/2020,18:00,遼寧省,125,1,
05/03/2020,18:00,安徽省,990,6,
05/03/2020,18:00,重慶巿,576,6,
05/03/2020,18:00,陝西省,245,1,
05/03/2020,18:00,天津巿,136,3,
05/03/2020,18:00,福建省,296,1,
05/03/2020,18:00,湖南省,1018,4,
05/03/2020,18:00,四川省,539,3,
05/03/2020,18:00,甘肅省,91,2,
05/03/2020,18:00,黑龍江省,481,13,
05/03/2020,18:00,江西省,935,1,
05/03/2020,18:00,廣東省,1350,7,
05/03/2020,18:00,貴州省,146,2,
05/03/2020,18:00,上海巿,339,3,
05/03/2020,18:00,山東省,758,6,
05/03/2020,18:00,廣西壯族自治區,252,2,
05/03/2020,18:00,雲南省,174,2,
05/03/2020,18:00,內蒙古自治區,75,1,
05/03/2020,18:00,浙江省,1215,1,
05/03/2020,18:00,河南省,1272,22,
05/03/2020,18:00,河北省,318,6,
05/03/2020,18:00,海南省,168,6,
05/03/2020,18:00,吉林省,93,1,
05/03/2020,18:00,山西省,133,0,
05/03/2020,18:00,寧夏回族自治區,75,0,
05/03/2020,18:00,江蘇省,631,0,
05/03/2020,18:00,新疆自治區,76,3,
05/03/2020,18:00,青海省,18,0,
05/03/2020,18:00,西藏自治區,1,0,
05/03/2020,23:59,湖北省,67592,2931,
06/03/2020,9:00,北京巿,422,8,
06/03/2020,9:00,遼寧省,125,1,
06/03/2020,9:00,安徽省,990,6,
06/03/2020,9:00,重慶巿,576,6,
06/03/2020,9:00,陝西省,245,1,
06/03/2020,9:00,天津巿,136,3,
06/03/2020,9:00,福建省,296,1,
06/03/2020,9:00,湖南省,1018,4,
06/03/2020,9:00,四川省,539,3,
06/03/2020,9:00,甘肅省,102,2,
06/03/2020,9:00,黑龍江省,481,13,
06/03/2020,9:00,江西省,935,1,
06/03/2020,9:00,廣東省,1351,7,
06/03/2020,9:00,貴州省,146,2,
06/03/2020,9:00,上海巿,339,3,
06/03/2020,9:00,山東省,758,6,
06/03/2020,9:00,廣西壯族自治區,252,2,
06/03/2020,9:00,雲南省,174,2,
06/03/2020,9:00,內蒙古自治區,75,1,
06/03/2020,9:00,浙江省,1215,1,
06/03/2020,9:00,河南省,1272,22,
06/03/2020,9:00,河北省,318,6,
06/03/2020,9:00,海南省,168,6,
06/03/2020,9:00,吉林省,93,1,
06/03/2020,9:00,山西省,133,0,
06/03/2020,9:00,寧夏回族自治區,75,0,
06/03/2020,9:00,江蘇省,631,0,
06/03/2020,9:00,新疆自治區,76,3,
06/03/2020,9:00,青海省,18,0,
06/03/2020,9:00,西藏自治區,1,0,
06/03/2020,18:00,北京巿,422,8,
06/03/2020,18:00,遼寧省,125,1,
06/03/2020,18:00,安徽省,990,6,
06/03/2020,18:00,重慶巿,576,6,
06/03/2020,18:00,陝西省,245,1,
06/03/2020,18:00,天津巿,136,3,
06/03/2020,18:00,福建省,296,1,
06/03/2020,18:00,湖南省,1018,4,
06/03/2020,18:00,四川省,539,3,
06/03/2020,18:00,甘肅省,102,2,
06/03/2020,18:00,黑龍江省,481,13,
06/03/2020,18:00,江西省,935,1,
06/03/2020,18:00,廣東省,1351,7,
06/03/2020,18:00,貴州省,146,2,
06/03/2020,18:00,上海巿,342,3,
06/03/2020,18:00,山東省,758,6,
06/03/2020,18:00,廣西壯族自治區,252,2,
06/03/2020,18:00,雲南省,174,2,
06/03/2020,18:00,內蒙古自治區,75,1,
06/03/2020,18:00,浙江省,1215,1,
06/03/2020,18:00,河南省,1272,22,
06/03/2020,18:00,河北省,318,6,
06/03/2020,18:00,海南省,168,6,
06/03/2020,18:00,吉林省,93,1,
06/03/2020,18:00,山西省,133,0,
06/03/2020,18:00,寧夏回族自治區,75,0,
06/03/2020,18:00,江蘇省,631,0,
06/03/2020,18:00,新疆自治區,76,3,
06/03/2020,18:00,青海省,18,0,
06/03/2020,18:00,西藏自治區,1,0,
