更新日期,更新時間,其他國家/地區,個案/確診個案數目,確診個案中的死亡個案,備註
01/03/2020,9:00,韓國,3526,17,
01/03/2020,9:00,科威特,45,0,
01/03/2020,9:00,黎巴嫩,3,0,
01/03/2020,9:00,立陶宛,1,0,
01/03/2020,9:00,澳門特別行政區,10,0,
01/03/2020,9:00,馬來西亞,25,0,
01/03/2020,9:00,摩納哥,1,0,
01/03/2020,9:00,墨西哥,2,0,
01/03/2020,9:00,尼泊爾,1,0,
01/03/2020,9:00,荷蘭,6,0,
01/03/2020,9:00,新西蘭,1,0,
01/03/2020,9:00,尼日利亞,1,0,
01/03/2020,9:00,北馬其頓,1,0,
01/03/2020,9:00,挪威,15,0,
01/03/2020,9:00,阿曼,6,0,
01/03/2020,9:00,巴基斯坦,4,0,
01/03/2020,9:00,卡塔爾,1,0,
01/03/2020,9:00,羅馬尼亞,3,0,
01/03/2020,9:00,俄羅斯,2,0,
01/03/2020,9:00,聖馬力諾,1,0,
01/03/2020,9:00,新加坡,102,0,
01/03/2020,9:00,西班牙,46,0,
01/03/2020,9:00,斯里蘭卡,1,0,
01/03/2020,9:00,瑞典,13,0,
01/03/2020,9:00,瑞士,18,0,
01/03/2020,9:00,台灣,39,1,
01/03/2020,9:00,泰國,42,0,
01/03/2020,9:00,菲律賓,3,1,
01/03/2020,9:00,阿聯酋,19,0,
01/03/2020,9:00,英國和北愛爾蘭,23,0,
01/03/2020,9:00,美國,62,1,
01/03/2020,9:00,越南,16,0,
01/03/2020,18:00,阿富汗,1,0,
01/03/2020,18:00,阿爾及利亞,1,0,
01/03/2020,18:00,澳洲,26,1,
01/03/2020,18:00,奧地利,10,0,
01/03/2020,18:00,阿塞拜疆,3,0,
01/03/2020,18:00,巴林,40,0,
01/03/2020,18:00,巴西,2,0,
01/03/2020,18:00,白俄羅斯,1,0,
01/03/2020,18:00,比利時,1,0,
01/03/2020,18:00,柬埔寨,1,0,
01/03/2020,18:00,加拿大,20,0,
01/03/2020,18:00,克羅地亞,7,0,
01/03/2020,18:00,丹麥,3,0,
01/03/2020,18:00,厄瓜多爾,1,0,
01/03/2020,18:00,埃及,1,0,
01/03/2020,18:00,愛沙尼亞,1,0,
01/03/2020,18:00,芬蘭,3,0,
01/03/2020,18:00,法國,100,2,
01/03/2020,18:00,格魯吉亞,3,0,
01/03/2020,18:00,德國,66,0,
01/03/2020,18:00,希臘,4,0,
01/03/2020,18:00,香港特別行政區,100,2,包括2宗疑似個案
01/03/2020,18:00,冰島,1,0,
01/03/2020,18:00,印度,3,0,
01/03/2020,18:00,伊朗,593,43,
01/03/2020,18:00,伊拉克,13,0,
01/03/2020,18:00,以色列,7,0,
01/03/2020,18:00,意大利,1128,29,
01/03/2020,18:00,日本,239,5,有705宗確診個案為遊輪乘客/船員 (當中包括6宗死亡個案)
01/03/2020,18:00,韓國,3736,18,
01/03/2020,18:00,科威特,45,0,
01/03/2020,18:00,黎巴嫩,7,0,
01/03/2020,18:00,立陶宛,1,0,
01/03/2020,18:00,澳門特別行政區,10,0,
01/03/2020,18:00,馬來西亞,25,0,
01/03/2020,18:00,摩納哥,1,0,
01/03/2020,18:00,墨西哥,2,0,
01/03/2020,18:00,尼泊爾,1,0,
01/03/2020,18:00,荷蘭,7,0,
01/03/2020,18:00,新西蘭,1,0,
01/03/2020,18:00,尼日利亞,1,0,
01/03/2020,18:00,北馬其頓,1,0,
01/03/2020,18:00,挪威,15,0,
01/03/2020,18:00,阿曼,6,0,
01/03/2020,18:00,巴基斯坦,4,0,
01/03/2020,18:00,卡塔爾,1,0,
01/03/2020,18:00,羅馬尼亞,3,0,
01/03/2020,18:00,俄羅斯,2,0,
01/03/2020,18:00,聖馬力諾,1,0,
01/03/2020,18:00,新加坡,102,0,
01/03/2020,18:00,西班牙,46,0,
01/03/2020,18:00,斯里蘭卡,1,0,
01/03/2020,18:00,瑞典,13,0,
01/03/2020,18:00,瑞士,18,0,
01/03/2020,18:00,台灣,40,1,
01/03/2020,18:00,泰國,42,1,
01/03/2020,18:00,菲律賓,3,1,
01/03/2020,18:00,阿聯酋,19,0,
01/03/2020,18:00,英國和北愛爾蘭,23,0,
01/03/2020,18:00,美國,62,0,
01/03/2020,18:00,越南,16,0,
02/03/2020,9:00,阿富汗,1,0,
02/03/2020,9:00,阿爾及利亞,1,0,
02/03/2020,9:00,亞美尼亞,1,0,
02/03/2020,9:00,澳洲,29,1,
02/03/2020,9:00,奧地利,14,0,
02/03/2020,9:00,阿塞拜疆,3,0,
02/03/2020,9:00,巴林,47,0,
02/03/2020,9:00,巴西,2,0,
02/03/2020,9:00,白俄羅斯,1,0,
02/03/2020,9:00,比利時,2,0,
02/03/2020,9:00,柬埔寨,1,0,
02/03/2020,9:00,加拿大,20,0,
02/03/2020,9:00,克羅地亞,7,0,
02/03/2020,9:00,捷克,3,0,
02/03/2020,9:00,丹麥,3,0,
02/03/2020,9:00,多米尼加,1,0,
02/03/2020,9:00,厄瓜多爾,1,0,
02/03/2020,9:00,埃及,1,0,
02/03/2020,9:00,愛沙尼亞,1,0,
02/03/2020,9:00,芬蘭,6,0,
02/03/2020,9:00,法國,130,2,
02/03/2020,9:00,格魯吉亞,3,0,
02/03/2020,9:00,德國,129,0,
02/03/2020,9:00,希臘,7,0,
02/03/2020,9:00,香港特別行政區,100,2,包括2宗疑似個案
02/03/2020,9:00,冰島,1,0,
02/03/2020,9:00,印度,3,0,
02/03/2020,9:00,伊朗,978,54,
02/03/2020,9:00,伊拉克,13,0,
02/03/2020,9:00,以色列,10,0,
02/03/2020,9:00,意大利,1694,34,
02/03/2020,9:00,日本,254,6,有705宗確診個案為遊輪乘客/船員 (當中包括6宗死亡個案)
02/03/2020,9:00,韓國,3736,18,
02/03/2020,9:00,科威特,46,0,
02/03/2020,9:00,黎巴嫩,7,0,
02/03/2020,9:00,立陶宛,1,0,
02/03/2020,9:00,盧森堡,1,0,
02/03/2020,9:00,澳門特別行政區,10,0,
02/03/2020,9:00,馬來西亞,25,0,
02/03/2020,9:00,摩納哥,1,0,
02/03/2020,9:00,墨西哥,2,0,
02/03/2020,9:00,尼泊爾,1,0,
02/03/2020,9:00,荷蘭,10,0,
02/03/2020,9:00,新西蘭,1,0,
02/03/2020,9:00,尼日利亞,1,0,
02/03/2020,9:00,北馬其頓,1,0,
02/03/2020,9:00,挪威,15,0,
02/03/2020,9:00,阿曼,6,0,
02/03/2020,9:00,巴基斯坦,4,0,
02/03/2020,9:00,卡塔爾,1,0,
02/03/2020,9:00,羅馬尼亞,3,0,
02/03/2020,9:00,俄羅斯,2,0,
02/03/2020,9:00,聖馬力諾,1,0,
02/03/2020,9:00,新加坡,106,0,
02/03/2020,9:00,西班牙,66,0,
02/03/2020,9:00,斯里蘭卡,1,0,
02/03/2020,9:00,瑞典,13,0,
02/03/2020,9:00,瑞士,24,0,
02/03/2020,9:00,台灣,40,1,
02/03/2020,9:00,泰國,42,1,
02/03/2020,9:00,菲律賓,3,1,
02/03/2020,9:00,阿聯酋,21,0,
02/03/2020,9:00,英國,36,0,
02/03/2020,9:00,美國,62,0,
02/03/2020,9:00,越南,16,0,
02/03/2020,18:00,阿富汗,1,0,
02/03/2020,18:00,阿爾及利亞,1,0,
02/03/2020,18:00,亞美尼亞,1,0,
02/03/2020,18:00,澳洲,29,1,
02/03/2020,18:00,奧地利,14,0,
02/03/2020,18:00,阿塞拜疆,3,0,
02/03/2020,18:00,巴林,47,0,
02/03/2020,18:00,巴西,2,0,
02/03/2020,18:00,白俄羅斯,1,0,
02/03/2020,18:00,比利時,2,0,
02/03/2020,18:00,柬埔寨,1,0,
02/03/2020,18:00,加拿大,20,0,
02/03/2020,18:00,克羅地亞,7,0,
02/03/2020,18:00,捷克,3,0,
02/03/2020,18:00,丹麥,3,0,
02/03/2020,18:00,多米尼加,1,0,
02/03/2020,18:00,厄瓜多爾,1,0,
02/03/2020,18:00,埃及,1,0,
02/03/2020,18:00,愛沙尼亞,1,0,
02/03/2020,18:00,芬蘭,6,0,
02/03/2020,18:00,法國,130,2,
02/03/2020,18:00,格魯吉亞,3,0,
02/03/2020,18:00,德國,150,0,
02/03/2020,18:00,希臘,7,0,
02/03/2020,18:00,香港特別行政區,100,2,包括2宗疑似個案
02/03/2020,18:00,冰島,1,0,
02/03/2020,18:00,印度,3,0,
02/03/2020,18:00,伊朗,978,54,
02/03/2020,18:00,伊拉克,13,0,
02/03/2020,18:00,以色列,10,0,
02/03/2020,18:00,意大利,1694,34,
02/03/2020,18:00,日本,254,6,有705宗確診個案為郵輪乘客/船員 (當中包括6宗死亡個案)
02/03/2020,18:00,韓國,4212,22,
02/03/2020,18:00,科威特,46,0,
02/03/2020,18:00,黎巴嫩,7,0,
02/03/2020,18:00,立陶宛,1,0,
02/03/2020,18:00,盧森堡,1,0,
02/03/2020,18:00,澳門特別行政區,10,0,
02/03/2020,18:00,馬來西亞,25,0,
02/03/2020,18:00,摩納哥,1,0,
02/03/2020,18:00,墨西哥,2,0,
02/03/2020,18:00,尼泊爾,1,0,
02/03/2020,18:00,荷蘭,10,0,
02/03/2020,18:00,新西蘭,1,0,
02/03/2020,18:00,尼日利亞,1,0,
02/03/2020,18:00,北馬其頓,1,0,
02/03/2020,18:00,挪威,15,0,
02/03/2020,18:00,阿曼,6,0,
02/03/2020,18:00,巴基斯坦,4,0,
02/03/2020,18:00,卡塔爾,1,0,
02/03/2020,18:00,羅馬尼亞,3,0,
02/03/2020,18:00,俄羅斯,2,0,
02/03/2020,18:00,聖馬力諾,1,0,
02/03/2020,18:00,新加坡,106,0,
02/03/2020,18:00,西班牙,66,0,
02/03/2020,18:00,斯里蘭卡,1,0,
02/03/2020,18:00,瑞典,13,0,
02/03/2020,18:00,瑞士,24,0,
02/03/2020,18:00,台灣,40,1,
02/03/2020,18:00,泰國,42,1,
02/03/2020,18:00,菲律賓,3,1,
02/03/2020,18:00,阿聯酋,21,0,
02/03/2020,18:00,英國,36,0,
02/03/2020,18:00,美國,62,0,
02/03/2020,18:00,越南,16,0,
03/03/2020,9:00,阿富汗,1,0,
03/03/2020,9:00,阿爾及利亞,1,0,
03/03/2020,9:00,亞美尼亞,1,0,
03/03/2020,9:00,澳洲,29,1,
03/03/2020,9:00,奧地利,14,0,
03/03/2020,9:00,阿塞拜疆,3,0,
03/03/2020,9:00,巴林,47,0,
03/03/2020,9:00,白俄羅斯,1,0,
03/03/2020,9:00,比利時,2,0,
03/03/2020,9:00,巴西,2,0,
03/03/2020,9:00,柬埔寨,1,0,
03/03/2020,9:00,加拿大,20,0,
03/03/2020,9:00,克羅地亞,7,0,
03/03/2020,9:00,捷克,3,0,
03/03/2020,9:00,丹麥,4,0,
03/03/2020,9:00,多米尼加,1,0,
03/03/2020,9:00,厄瓜多爾,1,0,
03/03/2020,9:00,埃及,2,0,
03/03/2020,9:00,愛沙尼亞,1,0,
03/03/2020,9:00,芬蘭,6,0,
03/03/2020,9:00,法國,130,2,
03/03/2020,9:00,格魯吉亞,3,0,
03/03/2020,9:00,德國,157,0,
03/03/2020,9:00,希臘,7,0,
03/03/2020,9:00,香港特別行政區,101,2,包括1宗疑似個案
03/03/2020,9:00,冰島,2,0,
03/03/2020,9:00,印度,3,0,
03/03/2020,9:00,印尼,2,0,
03/03/2020,9:00,伊朗,1501,54,
03/03/2020,9:00,伊拉克,19,0,
03/03/2020,9:00,愛爾蘭,1,0,
03/03/2020,9:00,以色列,10,0,
03/03/2020,9:00,意大利,2036,52,
03/03/2020,9:00,日本,268,6,有706宗確診個案為郵輪乘客/船員 (當中包括6宗死亡個案)
03/03/2020,9:00,韓國,4212,22,
03/03/2020,9:00,科威特,56,0,
03/03/2020,9:00,黎巴嫩,10,0,
03/03/2020,9:00,立陶宛,1,0,
03/03/2020,9:00,盧森堡,1,0,
03/03/2020,9:00,澳門特別行政區,10,0,
03/03/2020,9:00,馬來西亞,25,0,
03/03/2020,9:00,墨西哥,5,0,
03/03/2020,9:00,摩納哥,1,0,
03/03/2020,9:00,尼泊爾,1,0,
03/03/2020,9:00,荷蘭,13,0,
03/03/2020,9:00,新西蘭,1,0,
03/03/2020,9:00,尼日利亞,1,0,
03/03/2020,9:00,北馬其頓,1,0,
03/03/2020,9:00,挪威,19,0,
03/03/2020,9:00,阿曼,6,0,
03/03/2020,9:00,巴基斯坦,4,0,
03/03/2020,9:00,卡塔爾,3,0,
03/03/2020,9:00,羅馬尼亞,3,0,
03/03/2020,9:00,俄羅斯,2,0,
03/03/2020,9:00,聖馬力諾,1,0,
03/03/2020,9:00,新加坡,108,0,
03/03/2020,9:00,西班牙,66,0,
03/03/2020,9:00,斯里蘭卡,1,0,
03/03/2020,9:00,瑞典,14,0,
03/03/2020,9:00,瑞士,24,0,
03/03/2020,9:00,台灣,41,1,
03/03/2020,9:00,泰國,42,1,
03/03/2020,9:00,菲律賓,3,1,
03/03/2020,9:00,阿聯酋,21,0,
03/03/2020,9:00,英國,36,0,
03/03/2020,9:00,美國,62,0,
03/03/2020,9:00,越南,16,0,
03/03/2020,18:00,阿富汗,1,0,
03/03/2020,18:00,阿爾及利亞,1,0,
03/03/2020,18:00,安道爾,1,0,
03/03/2020,18:00,亞美尼亞,1,0,
03/03/2020,18:00,澳洲,29,1,
03/03/2020,18:00,奧地利,14,0,
03/03/2020,18:00,阿塞拜疆,3,0,
03/03/2020,18:00,巴林,47,0,
03/03/2020,18:00,白俄羅斯,1,0,
03/03/2020,18:00,比利時,2,0,
03/03/2020,18:00,巴西,2,0,
03/03/2020,18:00,柬埔寨,1,0,
03/03/2020,18:00,加拿大,20,0,
03/03/2020,18:00,克羅地亞,7,0,
03/03/2020,18:00,捷克,3,0,
03/03/2020,18:00,丹麥,4,0,
03/03/2020,18:00,多米尼加,1,0,
03/03/2020,18:00,厄瓜多爾,1,0,
03/03/2020,18:00,埃及,2,0,
03/03/2020,18:00,愛沙尼亞,1,0,
03/03/2020,18:00,芬蘭,6,0,
03/03/2020,18:00,法國,130,2,
03/03/2020,18:00,格魯吉亞,3,0,
03/03/2020,18:00,德國,188,0,
03/03/2020,18:00,希臘,7,0,
03/03/2020,18:00,香港特別行政區,101,2,包括1宗疑似個案
03/03/2020,18:00,冰島,2,0,
03/03/2020,18:00,印度,3,0,
03/03/2020,18:00,印尼,2,0,
03/03/2020,18:00,伊朗,1501,66,
03/03/2020,18:00,伊拉克,19,0,
03/03/2020,18:00,愛爾蘭,1,0,
03/03/2020,18:00,以色列,10,0,
03/03/2020,18:00,意大利,2036,52,
03/03/2020,18:00,日本,268,6,有706宗確診個案為郵輪乘客/船員 (當中包括6宗死亡個案)
03/03/2020,18:00,約旦,1,0,
03/03/2020,18:00,韓國,4812,28,
03/03/2020,18:00,科威特,56,0,
03/03/2020,18:00,拉脫維亞,1,0,
03/03/2020,18:00,黎巴嫩,10,0,
03/03/2020,18:00,立陶宛,1,0,
03/03/2020,18:00,盧森堡,1,0,
03/03/2020,18:00,澳門特別行政區,10,0,
03/03/2020,18:00,馬來西亞,25,0,
03/03/2020,18:00,墨西哥,5,0,
03/03/2020,18:00,摩納哥,1,0,
03/03/2020,18:00,尼泊爾,1,0,
03/03/2020,18:00,荷蘭,13,0,
03/03/2020,18:00,新西蘭,1,0,
03/03/2020,18:00,尼日利亞,1,0,
03/03/2020,18:00,北馬其頓,1,0,
03/03/2020,18:00,挪威,19,0,
03/03/2020,18:00,阿曼,6,0,
03/03/2020,18:00,巴基斯坦,4,0,
03/03/2020,18:00,卡塔爾,3,0,
03/03/2020,18:00,羅馬尼亞,3,0,
03/03/2020,18:00,俄羅斯,2,0,
03/03/2020,18:00,聖馬力諾,1,0,
03/03/2020,18:00,沙特阿拉伯,1,0,
03/03/2020,18:00,塞內加爾,1,0,
03/03/2020,18:00,新加坡,108,0,
03/03/2020,18:00,西班牙,66,0,
03/03/2020,18:00,斯里蘭卡,1,0,
03/03/2020,18:00,瑞典,14,0,
03/03/2020,18:00,瑞士,24,0,
03/03/2020,18:00,台灣,41,1,
03/03/2020,18:00,泰國,42,1,
03/03/2020,18:00,突尼斯,1,0,
03/03/2020,18:00,菲律賓,3,1,
03/03/2020,18:00,阿聯酋,21,0,
03/03/2020,18:00,英國,36,0,
03/03/2020,18:00,美國,62,0,
03/03/2020,18:00,越南,16,0,
04/03/2020,9:00,阿富汗,1,0,
04/03/2020,9:00,阿爾及利亞,5,0,
04/03/2020,9:00,安道爾,1,0,
04/03/2020,9:00,亞美尼亞,1,0,
04/03/2020,9:00,澳洲,33,1,
04/03/2020,9:00,奧地利,18,0,
04/03/2020,9:00,阿塞拜疆,3,0,
04/03/2020,9:00,巴林,49,0,
04/03/2020,9:00,白俄羅斯,1,0,
04/03/2020,9:00,比利時,8,0,
04/03/2020,9:00,巴西,2,0,
04/03/2020,9:00,柬埔寨,1,0,
04/03/2020,9:00,加拿大,27,0,
04/03/2020,9:00,克羅地亞,9,0,
04/03/2020,9:00,捷克,3,0,
04/03/2020,9:00,丹麥,5,0,
04/03/2020,9:00,多米尼加,1,0,
04/03/2020,9:00,厄瓜多爾,6,0,
04/03/2020,9:00,埃及,2,0,
04/03/2020,9:00,愛沙尼亞,1,0,
04/03/2020,9:00,芬蘭,7,0,
04/03/2020,9:00,法國,191,3,
04/03/2020,9:00,格魯吉亞,3,0,
04/03/2020,9:00,德國,196,0,
04/03/2020,9:00,希臘,7,0,
04/03/2020,9:00,香港特別行政區,101,2,包括1宗疑似個案
04/03/2020,9:00,冰島,9,0,
04/03/2020,9:00,印度,5,0,
04/03/2020,9:00,印尼,2,0,
04/03/2020,9:00,伊朗,2336,77,
04/03/2020,9:00,伊拉克,26,0,
04/03/2020,9:00,愛爾蘭,1,0,
04/03/2020,9:00,以色列,10,0,
04/03/2020,9:00,意大利,2502,79,
04/03/2020,9:00,日本,284,6,有706宗確診個案為郵輪乘客/船員 (當中包括6宗死亡個案)
04/03/2020,9:00,約旦,1,0,
04/03/2020,9:00,韓國,5328,32,
04/03/2020,9:00,科威特,56,0,
04/03/2020,9:00,拉脫維亞,1,0,
04/03/2020,9:00,黎巴嫩,13,0,
04/03/2020,9:00,立陶宛,1,0,
04/03/2020,9:00,盧森堡,1,0,
04/03/2020,9:00,澳門特別行政區,10,0,
04/03/2020,9:00,馬來西亞,29,0,
04/03/2020,9:00,墨西哥,5,0,
04/03/2020,9:00,摩納哥,1,0,
04/03/2020,9:00,摩洛哥,1,0,
04/03/2020,9:00,尼泊爾,1,0,
04/03/2020,9:00,荷蘭,18,0,
04/03/2020,9:00,新西蘭,2,0,
04/03/2020,9:00,尼日利亞,1,0,
04/03/2020,9:00,北馬其頓,1,0,
04/03/2020,9:00,挪威,25,0,
04/03/2020,9:00,阿曼,6,0,
04/03/2020,9:00,巴基斯坦,5,0,
04/03/2020,9:00,葡萄牙 ,2,0,
04/03/2020,9:00,卡塔爾,7,0,
04/03/2020,9:00,羅馬尼亞,3,0,
04/03/2020,9:00,俄羅斯,3,0,
04/03/2020,9:00,聖馬力諾,8,0,
04/03/2020,9:00,沙特阿拉伯,1,0,
04/03/2020,9:00,塞內加爾,1,0,
04/03/2020,9:00,新加坡,110,0,
04/03/2020,9:00,西班牙,114,0,
04/03/2020,9:00,斯里蘭卡,1,0,
04/03/2020,9:00,瑞典,15,0,
04/03/2020,9:00,瑞士,30,0,
04/03/2020,9:00,台灣,42,1,
04/03/2020,9:00,泰國,43,1,
04/03/2020,9:00,菲律賓,3,1,
04/03/2020,9:00,突尼斯,1,0,
04/03/2020,9:00,阿聯酋,21,0,
04/03/2020,9:00,英國,39,0,
04/03/2020,9:00,美國,64,0,
04/03/2020,9:00,越南,16,0,
04/03/2020,18:00,阿根廷,1,0,
04/03/2020,18:00,阿富汗,1,0,
04/03/2020,18:00,阿爾及利亞,5,0,
04/03/2020,18:00,安道爾,1,0,
04/03/2020,18:00,亞美尼亞,1,0,
04/03/2020,18:00,澳洲,33,1,
04/03/2020,18:00,奧地利,18,0,
04/03/2020,18:00,阿塞拜疆,3,0,
04/03/2020,18:00,巴林,49,0,
04/03/2020,18:00,白俄羅斯,1,0,
04/03/2020,18:00,比利時,8,0,
04/03/2020,18:00,巴西,2,0,
04/03/2020,18:00,柬埔寨,1,0,
04/03/2020,18:00,加拿大,27,0,
04/03/2020,18:00,智利,1,0,
04/03/2020,18:00,克羅地亞,9,0,
04/03/2020,18:00,捷克,3,0,
04/03/2020,18:00,丹麥,5,0,
04/03/2020,18:00,多米尼加,1,0,
04/03/2020,18:00,厄瓜多爾,6,0,
04/03/2020,18:00,埃及,2,0,
04/03/2020,18:00,愛沙尼亞,1,0,
04/03/2020,18:00,芬蘭,7,0,
04/03/2020,18:00,法國,191,3,
04/03/2020,18:00,格魯吉亞,3,0,
04/03/2020,18:00,德國,196,0,
04/03/2020,18:00,希臘,7,0,
04/03/2020,18:00,香港特別行政區,103,2,包括1宗疑似個案
04/03/2020,18:00,冰島,9,0,
04/03/2020,18:00,印度,5,0,
04/03/2020,18:00,印尼,2,0,
04/03/2020,18:00,伊朗,2336,77,
04/03/2020,18:00,伊拉克,26,0,
04/03/2020,18:00,愛爾蘭,1,0,
04/03/2020,18:00,以色列,10,0,
04/03/2020,18:00,意大利,2502,79,
04/03/2020,18:00,日本,284,6,有706宗確診個案為郵輪乘客/船員 (當中包括6宗死亡個案)
04/03/2020,18:00,約旦,1,0,
04/03/2020,18:00,韓國,5328,32,
04/03/2020,18:00,科威特,56,0,
04/03/2020,18:00,拉脫維亞,1,0,
04/03/2020,18:00,黎巴嫩,13,0,
04/03/2020,18:00,立陶宛,1,0,
04/03/2020,18:00,盧森堡,1,0,
04/03/2020,18:00,澳門特別行政區,10,0,
04/03/2020,18:00,馬來西亞,29,0,
04/03/2020,18:00,墨西哥,5,0,
04/03/2020,18:00,摩納哥,1,0,
04/03/2020,18:00,摩洛哥,1,0,
04/03/2020,18:00,尼泊爾,1,0,
04/03/2020,18:00,荷蘭,18,0,
04/03/2020,18:00,新西蘭,2,0,
04/03/2020,18:00,尼日利亞,1,0,
04/03/2020,18:00,北馬其頓,1,0,
04/03/2020,18:00,挪威,25,0,
04/03/2020,18:00,阿曼,6,0,
04/03/2020,18:00,巴基斯坦,5,0,
04/03/2020,18:00,葡萄牙 ,2,0,
04/03/2020,18:00,卡塔爾,7,0,
04/03/2020,18:00,羅馬尼亞,3,0,
04/03/2020,18:00,俄羅斯,3,0,
04/03/2020,18:00,聖馬力諾,8,0,
04/03/2020,18:00,沙特阿拉伯,1,0,
04/03/2020,18:00,塞內加爾,1,0,
04/03/2020,18:00,新加坡,110,0,
04/03/2020,18:00,西班牙,151,0,
04/03/2020,18:00,斯里蘭卡,1,0,
04/03/2020,18:00,瑞典,15,0,
04/03/2020,18:00,瑞士,30,0,
04/03/2020,18:00,台灣,42,1,
04/03/2020,18:00,泰國,43,1,
04/03/2020,18:00,菲律賓,3,1,
04/03/2020,18:00,突尼斯,1,0,
04/03/2020,18:00,烏克蘭,1,0,
04/03/2020,18:00,阿聯酋,21,0,
04/03/2020,18:00,英國,39,0,
04/03/2020,18:00,美國,64,0,
04/03/2020,18:00,越南,16,0,
05/03/2020,9:00,阿根廷,1,0,
05/03/2020,9:00,阿富汗,1,0,
