更新日期,更新時間,地區,個案數目,死亡個案
10/02/2020,23:59,韶關,7,0
10/02/2020,23:59,梅州,13,0
10/02/2020,23:59,惠州,53,0
10/02/2020,23:59,汕尾,5,0
10/02/2020,23:59,東莞,62,0
10/02/2020,23:59,中山,58,0
10/02/2020,23:59,陽江,13,0
10/02/2020,23:59,湛江,21,0
10/02/2020,23:59,肇慶,15,1
10/02/2020,23:59,清遠,10,0
10/02/2020,23:59,揭陽,8,0
10/02/2020,23:59,河源,3,0
10/02/2020,23:59,江門,20,0
10/02/2020,23:59,茂名,11,0
10/02/2020,23:59,潮州,5,0
11/02/2020,23:59,廣州,323,0
11/02/2020,23:59,深圳,386,0
11/02/2020,23:59,珠海,87,0
11/02/2020,23:59,汕頭,25,0
11/02/2020,23:59,佛山,78,0
11/02/2020,23:59,韶關,7,0
11/02/2020,23:59,梅州,13,0
11/02/2020,23:59,惠州,54,0
11/02/2020,23:59,汕尾,5,0
11/02/2020,23:59,東莞,67,0
11/02/2020,23:59,中山,62,0
11/02/2020,23:59,陽江,13,0
11/02/2020,23:59,湛江,21,0
11/02/2020,23:59,肇慶,16,1
11/02/2020,23:59,清遠,12,0
11/02/2020,23:59,揭陽,8,0
11/02/2020,23:59,河源,3,0
11/02/2020,23:59,江門,21,0
11/02/2020,23:59,茂名,13,0
11/02/2020,23:59,潮州,5,0
12/02/2020,23:59,廣州,327,0
12/02/2020,23:59,深圳,391,0
12/02/2020,23:59,珠海,89,0
12/02/2020,23:59,汕頭,25,0
12/02/2020,23:59,佛山,81,0
12/02/2020,23:59,韶關,8,0
12/02/2020,23:59,梅州,13,0
12/02/2020,23:59,惠州,55,0
12/02/2020,23:59,汕尾,5,0
12/02/2020,23:59,東莞,70,1
12/02/2020,23:59,中山,64,0
12/02/2020,23:59,陽江,13,0
12/02/2020,23:59,湛江,21,0
12/02/2020,23:59,肇慶,16,1
12/02/2020,23:59,清遠,12,0
12/02/2020,23:59,揭陽,8,0
12/02/2020,23:59,河源,3,0
12/02/2020,23:59,江門,22,0
12/02/2020,23:59,茂名,13,0
12/02/2020,23:59,潮州,5,0
13/02/2020,23:59,廣州,328,0
13/02/2020,23:59,深圳,400,0
13/02/2020,23:59,珠海,91,0
13/02/2020,23:59,汕頭,25,0
13/02/2020,23:59,佛山,82,0
13/02/2020,23:59,韶關,8,0
13/02/2020,23:59,梅州,14,0
13/02/2020,23:59,惠州,56,0
13/02/2020,23:59,汕尾,5,0
13/02/2020,23:59,東莞,73,1
13/02/2020,23:59,中山,64,0
13/02/2020,23:59,陽江,13,0
13/02/2020,23:59,湛江,22,0
13/02/2020,23:59,肇慶,17,1
13/02/2020,23:59,清遠,12,0
13/02/2020,23:59,揭陽,8,0
13/02/2020,23:59,河源,3,0
13/02/2020,23:59,江門,22,0
13/02/2020,23:59,茂名,13,0
13/02/2020,23:59,潮州,5,0
14/02/2020,23:59,廣州,335,0
14/02/2020,23:59,深圳,406,0
14/02/2020,23:59,珠海,95,0
14/02/2020,23:59,汕頭,25,0
14/02/2020,23:59,佛山,84,0
14/02/2020,23:59,韶關,10,0
14/02/2020,23:59,梅州,15,0
14/02/2020,23:59,惠州,58,0
14/02/2020,23:59,汕尾,5,0
14/02/2020,23:59,東莞,81,1
14/02/2020,23:59,中山,65,0
14/02/2020,23:59,陽江,13,0
14/02/2020,23:59,湛江,22,0
14/02/2020,23:59,肇慶,17,1
14/02/2020,23:59,清遠,12,0
14/02/2020,23:59,揭陽,8,0
14/02/2020,23:59,河源,3,0
14/02/2020,23:59,江門,22,0
14/02/2020,23:59,茂名,13,0
14/02/2020,23:59,潮州,5,0
15/02/2020,23:59,廣州,338,0
15/02/2020,23:59,深圳,414,0
15/02/2020,23:59,珠海,96,0
15/02/2020,23:59,汕頭,25,0
15/02/2020,23:59,佛山,84,0
15/02/2020,23:59,韶關,10,0
15/02/2020,23:59,梅州,16,0
15/02/2020,23:59,惠州,58,0
15/02/2020,23:59,汕尾,5,0
15/02/2020,23:59,東莞,89,1
15/02/2020,23:59,中山,65,0
15/02/2020,23:59,陽江,13,0
15/02/2020,23:59,湛江,22,0
15/02/2020,23:59,肇慶,17,1
15/02/2020,23:59,清遠,12,0
15/02/2020,23:59,揭陽,8,0
15/02/2020,23:59,河源,3,0
15/02/2020,23:59,江門,23,0
15/02/2020,23:59,茂名,13,0
15/02/2020,23:59,潮州,5,0
16/02/2020,23:59,廣州,339,0
16/02/2020,23:59,深圳,415,2
16/02/2020,23:59,珠海,97,0
16/02/2020,23:59,汕頭,25,0
16/02/2020,23:59,佛山,84,0
16/02/2020,23:59,韶關,10,0
16/02/2020,23:59,梅州,16,0
16/02/2020,23:59,惠州,58,0
16/02/2020,23:59,汕尾,5,0
16/02/2020,23:59,東莞,89,1
16/02/2020,23:59,中山,66,0
16/02/2020,23:59,陽江,13,0
16/02/2020,23:59,湛江,22,0
16/02/2020,23:59,肇慶,17,1
16/02/2020,23:59,清遠,12,0
16/02/2020,23:59,揭陽,8,0
16/02/2020,23:59,河源,4,0
16/02/2020,23:59,江門,23,0
16/02/2020,23:59,茂名,14,0
16/02/2020,23:59,潮州,5,0
17/02/2020,23:59,廣州,339,0
17/02/2020,23:59,深圳,416,2
17/02/2020,23:59,珠海,98,0
17/02/2020,23:59,汕頭,25,0
17/02/2020,23:59,佛山,84,0
17/02/2020,23:59,韶關,10,0
17/02/2020,23:59,梅州,16,0
17/02/2020,23:59,惠州,59,0
17/02/2020,23:59,汕尾,5,0
17/02/2020,23:59,東莞,91,1
17/02/2020,23:59,中山,66,0
17/02/2020,23:59,陽江,13,0
17/02/2020,23:59,湛江,22,0
17/02/2020,23:59,肇慶,18,1
17/02/2020,23:59,清遠,12,0
17/02/2020,23:59,揭陽,8,0
17/02/2020,23:59,河源,4,0
17/02/2020,23:59,江門,23,0
17/02/2020,23:59,茂名,14,0
17/02/2020,23:59,潮州,5,0
18/02/2020,23:59,廣州,339,0
18/02/2020,23:59,深圳,416,2
18/02/2020,23:59,珠海,98,1
18/02/2020,23:59,汕頭,25,0
18/02/2020,23:59,佛山,84,0
18/02/2020,23:59,韶關,10,0
18/02/2020,23:59,梅州,16,0
18/02/2020,23:59,惠州,62,0
18/02/2020,23:59,汕尾,5,0
18/02/2020,23:59,東莞,91,1
18/02/2020,23:59,中山,66,0
18/02/2020,23:59,陽江,13,0
18/02/2020,23:59,湛江,22,0
18/02/2020,23:59,肇慶,18,1
18/02/2020,23:59,清遠,12,0
18/02/2020,23:59,揭陽,8,0
18/02/2020,23:59,河源,4,0
18/02/2020,23:59,江門,23,0
18/02/2020,23:59,茂名,14,0
18/02/2020,23:59,潮州,5,0
19/02/2020,23:59,廣州,339,0
19/02/2020,23:59,深圳,416,2
19/02/2020,23:59,珠海,98,1
19/02/2020,23:59,汕頭,25,0
19/02/2020,23:59,佛山,84,0
19/02/2020,23:59,韶關,10,0
19/02/2020,23:59,梅州,16,0
19/02/2020,23:59,惠州,62,0
19/02/2020,23:59,汕尾,5,0
19/02/2020,23:59,東莞,92,1
19/02/2020,23:59,中山,66,0
19/02/2020,23:59,陽江,13,0
19/02/2020,23:59,湛江,22,0
19/02/2020,23:59,肇慶,18,1
19/02/2020,23:59,清遠,12,0
19/02/2020,23:59,揭陽,8,0
19/02/2020,23:59,河源,4,0
19/02/2020,23:59,江門,23,0
19/02/2020,23:59,茂名,14,0
19/02/2020,23:59,潮州,5,0
20/02/2020,23:59,廣州,339,0
20/02/2020,23:59,深圳,416,2
20/02/2020,23:59,珠海,98,1
20/02/2020,23:59,汕頭,25,0
20/02/2020,23:59,佛山,84,0
20/02/2020,23:59,韶關,10,0
20/02/2020,23:59,梅州,16,0
20/02/2020,23:59,惠州,62,0
20/02/2020,23:59,汕尾,5,0
20/02/2020,23:59,東莞,93,1
20/02/2020,23:59,中山,66,0
20/02/2020,23:59,陽江,13,0
20/02/2020,23:59,湛江,22,0
20/02/2020,23:59,肇慶,18,1
20/02/2020,23:59,清遠,12,0
20/02/2020,23:59,揭陽,8,0
20/02/2020,23:59,河源,4,0
20/02/2020,23:59,江門,23,0
20/02/2020,23:59,茂名,14,0
20/02/2020,23:59,潮州,5,0
21/02/2020,23:59,廣州,343,0
21/02/2020,23:59,深圳,417,2
21/02/2020,23:59,珠海,98,1
21/02/2020,23:59,汕頭,25,0
21/02/2020,23:59,佛山,84,0
21/02/2020,23:59,韶關,10,0
21/02/2020,23:59,梅州,16,0
21/02/2020,23:59,惠州,62,0
21/02/2020,23:59,汕尾,5,0
21/02/2020,23:59,東莞,93,1
21/02/2020,23:59,中山,66,0
21/02/2020,23:59,陽江,13,0
21/02/2020,23:59,湛江,22,0
21/02/2020,23:59,肇慶,19,1
21/02/2020,23:59,清遠,12,0
21/02/2020,23:59,揭陽,8,0
21/02/2020,23:59,河源,4,0
21/02/2020,23:59,江門,23,0
21/02/2020,23:59,茂名,14,0
21/02/2020,23:59,潮州,5,0
22/02/2020,23:59,廣州,345,0
22/02/2020,23:59,深圳,417,3
22/02/2020,23:59,珠海,98,1
22/02/2020,23:59,汕頭,25,0
22/02/2020,23:59,佛山,84,0
22/02/2020,23:59,韶關,10,0
22/02/2020,23:59,梅州,16,0
22/02/2020,23:59,惠州,62,0
22/02/2020,23:59,汕尾,5,0
22/02/2020,23:59,東莞,94,1
22/02/2020,23:59,中山,66,0
22/02/2020,23:59,陽江,13,0
22/02/2020,23:59,湛江,22,0
22/02/2020,23:59,肇慶,19,1
22/02/2020,23:59,清遠,12,0
22/02/2020,23:59,揭陽,8,0
22/02/2020,23:59,河源,4,0
22/02/2020,23:59,江門,23,0
22/02/2020,23:59,茂名,14,0
22/02/2020,23:59,潮州,5,0
23/02/2020,23:59,廣州,345,0
23/02/2020,23:59,深圳,417,3
23/02/2020,23:59,珠海,98,1
23/02/2020,23:59,汕頭,25,0
23/02/2020,23:59,佛山,84,0
23/02/2020,23:59,韶關,10,0
23/02/2020,23:59,梅州,16,0
23/02/2020,23:59,惠州,62,0
23/02/2020,23:59,汕尾,5,0
23/02/2020,23:59,東莞,96,1
23/02/2020,23:59,中山,66,0
23/02/2020,23:59,陽江,14,0
23/02/2020,23:59,湛江,22,0
23/02/2020,23:59,肇慶,19,1
23/02/2020,23:59,清遠,12,0
23/02/2020,23:59,揭陽,8,0
23/02/2020,23:59,河源,4,0
23/02/2020,23:59,江門,23,0
23/02/2020,23:59,茂名,14,0
23/02/2020,23:59,潮州,5,0
24/02/2020,23:59,廣州,345,0
24/02/2020,23:59,深圳,417,3
24/02/2020,23:59,珠海,98,1
24/02/2020,23:59,汕頭,25,0
24/02/2020,23:59,佛山,84,0
24/02/2020,23:59,韶關,10,0
24/02/2020,23:59,梅州,16,0
24/02/2020,23:59,惠州,62,0
24/02/2020,23:59,汕尾,5,0
24/02/2020,23:59,東莞,96,1
24/02/2020,23:59,中山,66,0
24/02/2020,23:59,陽江,14,0
24/02/2020,23:59,湛江,22,0
24/02/2020,23:59,肇慶,19,1
24/02/2020,23:59,清遠,12,0
24/02/2020,23:59,揭陽,8,0
24/02/2020,23:59,河源,4,0
24/02/2020,23:59,江門,23,0
24/02/2020,23:59,茂名,14,0
24/02/2020,23:59,潮州,5,0
25/02/2020,23:59,廣州,346,1
25/02/2020,23:59,深圳,417,3
25/02/2020,23:59,珠海,98,1
25/02/2020,23:59,汕頭,25,0
25/02/2020,23:59,佛山,84,0
25/02/2020,23:59,韶關,10,0
25/02/2020,23:59,梅州,16,0
25/02/2020,23:59,惠州,62,0
25/02/2020,23:59,汕尾,5,0
25/02/2020,23:59,東莞,97,1
25/02/2020,23:59,中山,66,0
25/02/2020,23:59,陽江,14,0
25/02/2020,23:59,湛江,22,0
25/02/2020,23:59,肇慶,19,1
25/02/2020,23:59,清遠,12,0
25/02/2020,23:59,揭陽,8,0
25/02/2020,23:59,河源,4,0
25/02/2020,23:59,江門,23,0
25/02/2020,23:59,茂名,14,0
25/02/2020,23:59,潮州,5,0
26/02/2020,23:59,廣州,346,1
26/02/2020,23:59,深圳,417,3
26/02/2020,23:59,珠海,98,1
26/02/2020,23:59,汕頭,25,0
26/02/2020,23:59,佛山,84,0
26/02/2020,23:59,韶關,10,0
26/02/2020,23:59,梅州,16,0
26/02/2020,23:59,惠州,62,0
26/02/2020,23:59,汕尾,5,0
26/02/2020,23:59,東莞,97,1
26/02/2020,23:59,中山,66,0
26/02/2020,23:59,陽江,14,0
26/02/2020,23:59,湛江,22,0
26/02/2020,23:59,肇慶,19,1
26/02/2020,23:59,清遠,12,0
26/02/2020,23:59,揭陽,8,0
26/02/2020,23:59,河源,4,0
26/02/2020,23:59,江門,23,0
26/02/2020,23:59,茂名,14,0
26/02/2020,23:59,潮州,5,0
27/02/2020,23:59,廣州,346,1
27/02/2020,23:59,深圳,417,3
27/02/2020,23:59,珠海,98,1
27/02/2020,23:59,汕頭,25,0
27/02/2020,23:59,佛山,84,0
27/02/2020,23:59,韶關,10,0
27/02/2020,23:59,梅州,16,0
27/02/2020,23:59,惠州,62,0
27/02/2020,23:59,汕尾,5,0
27/02/2020,23:59,東莞,98,1
27/02/2020,23:59,中山,66,0
27/02/2020,23:59,陽江,14,0
27/02/2020,23:59,湛江,22,0
27/02/2020,23:59,肇慶,19,1
27/02/2020,23:59,清遠,12,0
27/02/2020,23:59,揭陽,8,0
27/02/2020,23:59,河源,4,0
27/02/2020,23:59,江門,23,0
27/02/2020,23:59,茂名,14,0
27/02/2020,23:59,潮州,5,0
28/02/2020,23:59,廣州,346,1
28/02/2020,23:59,深圳,417,3
28/02/2020,23:59,珠海,98,1
28/02/2020,23:59,汕頭,25,0
28/02/2020,23:59,佛山,84,0
28/02/2020,23:59,韶關,10,0
28/02/2020,23:59,梅州,16,0
28/02/2020,23:59,惠州,62,0
28/02/2020,23:59,汕尾,5,0
28/02/2020,23:59,東莞,99,1
28/02/2020,23:59,中山,66,0
28/02/2020,23:59,陽江,14,0
28/02/2020,23:59,湛江,22,0
28/02/2020,23:59,肇慶,19,1
28/02/2020,23:59,清遠,12,0
28/02/2020,23:59,揭陽,8,0
28/02/2020,23:59,河源,4,0
28/02/2020,23:59,江門,23,0
28/02/2020,23:59,茂名,14,0
28/02/2020,23:59,潮州,5,0
29/02/2020,23:59,廣州,346,1
29/02/2020,23:59,深圳,417,3
29/02/2020,23:59,珠海,98,1
29/02/2020,23:59,汕頭,25,0
29/02/2020,23:59,佛山,84,0
29/02/2020,23:59,韶關,10,0
29/02/2020,23:59,梅州,16,0
29/02/2020,23:59,惠州,62,0
29/02/2020,23:59,汕尾,5,0
29/02/2020,23:59,東莞,99,1
29/02/2020,23:59,中山,66,0
29/02/2020,23:59,陽江,14,0
29/02/2020,23:59,湛江,22,0
29/02/2020,23:59,肇慶,19,1
29/02/2020,23:59,清遠,12,0
29/02/2020,23:59,揭陽,8,0
29/02/2020,23:59,河源,4,0
29/02/2020,23:59,江門,23,0
29/02/2020,23:59,茂名,14,0
29/02/2020,23:59,潮州,5,0
01/03/2020,23:59,廣州,346,1
01/03/2020,23:59,深圳,418,3
01/03/2020,23:59,珠海,98,1
01/03/2020,23:59,汕頭,25,0
01/03/2020,23:59,佛山,84,0
01/03/2020,23:59,韶關,10,0
01/03/2020,23:59,梅州,16,0
01/03/2020,23:59,惠州,62,0
01/03/2020,23:59,汕尾,5,0
01/03/2020,23:59,東莞,99,1
01/03/2020,23:59,中山,66,0
01/03/2020,23:59,陽江,14,0
01/03/2020,23:59,湛江,22,0
01/03/2020,23:59,肇慶,19,1
01/03/2020,23:59,清遠,12,0
01/03/2020,23:59,揭陽,8,0
01/03/2020,23:59,河源,4,0
01/03/2020,23:59,江門,23,0
01/03/2020,23:59,茂名,14,0
01/03/2020,23:59,潮州,5,0
02/03/2020,23:59,廣州,346,1
02/03/2020,23:59,深圳,418,3
02/03/2020,23:59,珠海,98,1
02/03/2020,23:59,汕頭,25,0
02/03/2020,23:59,佛山,84,0
02/03/2020,23:59,韶關,10,0
02/03/2020,23:59,梅州,16,0
02/03/2020,23:59,惠州,62,0
02/03/2020,23:59,汕尾,5,0
02/03/2020,23:59,東莞,99,1
02/03/2020,23:59,中山,66,0
02/03/2020,23:59,陽江,14,0
02/03/2020,23:59,湛江,22,0
02/03/2020,23:59,肇慶,19,1
02/03/2020,23:59,清遠,12,0
02/03/2020,23:59,揭陽,8,0
02/03/2020,23:59,河源,4,0
02/03/2020,23:59,江門,23,0
02/03/2020,23:59,茂名,14,0
02/03/2020,23:59,潮州,5,0
03/03/2020,23:59,廣州,346,1
03/03/2020,23:59,深圳,418,3
03/03/2020,23:59,珠海,98,1
03/03/2020,23:59,汕頭,25,0
03/03/2020,23:59,佛山,84,0
03/03/2020,23:59,韶關,10,0
03/03/2020,23:59,梅州,16,0
03/03/2020,23:59,惠州,62,0
03/03/2020,23:59,汕尾,5,0
03/03/2020,23:59,東莞,99,1
03/03/2020,23:59,中山,66,0
03/03/2020,23:59,陽江,14,0
03/03/2020,23:59,湛江,22,0
03/03/2020,23:59,肇慶,19,1
03/03/2020,23:59,清遠,12,0
03/03/2020,23:59,揭陽,8,0
03/03/2020,23:59,河源,4,0
03/03/2020,23:59,江門,23,0
03/03/2020,23:59,茂名,14,0
03/03/2020,23:59,潮州,5,0
04/03/2020,23:59,廣州,346,1
04/03/2020,23:59,深圳,418,3
04/03/2020,23:59,珠海,98,1
04/03/2020,23:59,汕頭,25,0
04/03/2020,23:59,佛山,84,0
04/03/2020,23:59,韶關,10,0
04/03/2020,23:59,梅州,16,0
04/03/2020,23:59,惠州,62,0
04/03/2020,23:59,汕尾,5,0
04/03/2020,23:59,東莞,99,1
04/03/2020,23:59,中山,66,0
04/03/2020,23:59,陽江,14,0
04/03/2020,23:59,湛江,22,0
04/03/2020,23:59,肇慶,19,1
04/03/2020,23:59,清遠,12,0
04/03/2020,23:59,揭陽,8,0
04/03/2020,23:59,河源,4,0
04/03/2020,23:59,江門,23,0
04/03/2020,23:59,茂名,14,0
04/03/2020,23:59,潮州,5,0
05/03/2020,23:59,廣州,347,1
05/03/2020,23:59,深圳,418,3
05/03/2020,23:59,珠海,98,1
05/03/2020,23:59,汕頭,25,0
05/03/2020,23:59,佛山,84,0
05/03/2020,23:59,韶關,10,0
05/03/2020,23:59,梅州,16,0
05/03/2020,23:59,惠州,62,0
05/03/2020,23:59,汕尾,5,0
05/03/2020,23:59,東莞,99,1
05/03/2020,23:59,中山,66,0
05/03/2020,23:59,陽江,14,0
05/03/2020,23:59,湛江,22,0
05/03/2020,23:59,肇慶,19,1
05/03/2020,23:59,清遠,12,0
05/03/2020,23:59,揭陽,8,0
05/03/2020,23:59,河源,4,0
05/03/2020,23:59,江門,23,0
05/03/2020,23:59,茂名,14,0
05/03/2020,23:59,潮州,5,0
06/03/2020,23:59,廣州,347,1
06/03/2020,23:59,深圳,419,3
06/03/2020,23:59,珠海,98,1
06/03/2020,23:59,汕頭,25,0
06/03/2020,23:59,佛山,84,0
06/03/2020,23:59,韶關,10,0
06/03/2020,23:59,梅州,16,0
06/03/2020,23:59,惠州,62,0
06/03/2020,23:59,汕尾,5,0
06/03/2020,23:59,東莞,99,1
06/03/2020,23:59,中山,66,0
06/03/2020,23:59,陽江,14,0
06/03/2020,23:59,湛江,22,0
06/03/2020,23:59,肇慶,19,1
06/03/2020,23:59,清遠,12,0
06/03/2020,23:59,揭陽,8,0
06/03/2020,23:59,河源,4,0
06/03/2020,23:59,江門,23,0
06/03/2020,23:59,茂名,14,0
06/03/2020,23:59,潮州,5,0
07/03/2020,23:59,廣州,347,1
07/03/2020,23:59,深圳,419,3
07/03/2020,23:59,珠海,98,1
07/03/2020,23:59,汕頭,25,0
07/03/2020,23:59,佛山,84,0
07/03/2020,23:59,韶關,10,0
07/03/2020,23:59,梅州,16,0
07/03/2020,23:59,惠州,62,0
07/03/2020,23:59,汕尾,5,0
07/03/2020,23:59,東莞,99,1
07/03/2020,23:59,中山,66,0
07/03/2020,23:59,陽江,14,0
07/03/2020,23:59,湛江,22,0
07/03/2020,23:59,肇慶,19,1
07/03/2020,23:59,清遠,12,0
07/03/2020,23:59,揭陽,8,0
07/03/2020,23:59,河源,4,0
07/03/2020,23:59,江門,23,0
07/03/2020,23:59,茂名,14,0
07/03/2020,23:59,潮州,5,0
08/03/2020,23:59,廣州,347,1
08/03/2020,23:59,深圳,419,3
08/03/2020,23:59,珠海,98,1
08/03/2020,23:59,汕頭,25,0
08/03/2020,23:59,佛山,84,0
08/03/2020,23:59,韶關,10,1
08/03/2020,23:59,梅州,16,0
08/03/2020,23:59,惠州,62,0
08/03/2020,23:59,汕尾,5,0
08/03/2020,23:59,東莞,99,1
08/03/2020,23:59,中山,66,0
08/03/2020,23:59,陽江,14,0
08/03/2020,23:59,湛江,22,0
08/03/2020,23:59,肇慶,19,1
08/03/2020,23:59,清遠,12,0
08/03/2020,23:59,揭陽,8,0
08/03/2020,23:59,河源,4,0
08/03/2020,23:59,江門,23,0
08/03/2020,23:59,茂名,14,0
08/03/2020,23:59,潮州,5,0
09/03/2020,23:59,廣州,347,1
09/03/2020,23:59,深圳,419,3
09/03/2020,23:59,珠海,98,1
09/03/2020,23:59,汕頭,25,0
09/03/2020,23:59,佛山,84,0
09/03/2020,23:59,韶關,10,1
09/03/2020,23:59,梅州,16,0
09/03/2020,23:59,惠州,62,0
09/03/2020,23:59,汕尾,5,0
09/03/2020,23:59,東莞,100,1
09/03/2020,23:59,中山,66,0
09/03/2020,23:59,陽江,14,0
09/03/2020,23:59,湛江,22,0
09/03/2020,23:59,肇慶,19,1
09/03/2020,23:59,清遠,12,0
09/03/2020,23:59,揭陽,8,0
09/03/2020,23:59,河源,4,0
09/03/2020,23:59,江門,23,0
09/03/2020,23:59,茂名,14,0
09/03/2020,23:59,潮州,5,0
10/03/2020,23:59,廣州,347,1
10/03/2020,23:59,深圳,419,3
10/03/2020,23:59,珠海,98,1
10/03/2020,23:59,汕頭,25,0
10/03/2020,23:59,佛山,84,0
10/03/2020,23:59,韶關,10,1
10/03/2020,23:59,梅州,16,0
10/03/2020,23:59,惠州,62,0
10/03/2020,23:59,汕尾,5,0
10/03/2020,23:59,東莞,100,1
10/03/2020,23:59,中山,66,0
10/03/2020,23:59,陽江,14,0
10/03/2020,23:59,湛江,22,0
10/03/2020,23:59,肇慶,19,1
10/03/2020,23:59,清遠,12,0
10/03/2020,23:59,揭陽,8,0
10/03/2020,23:59,河源,4,0
10/03/2020,23:59,江門,23,0
10/03/2020,23:59,茂名,14,0
10/03/2020,23:59,潮州,5,0
11/03/2020,23:59,廣州,347,1
11/03/2020,23:59,深圳,420,3
11/03/2020,23:59,珠海,98,1
11/03/2020,23:59,汕頭,25,0
11/03/2020,23:59,佛山,84,0
11/03/2020,23:59,韶關,10,1
11/03/2020,23:59,梅州,16,0
11/03/2020,23:59,惠州,62,0
11/03/2020,23:59,汕尾,5,0
11/03/2020,23:59,東莞,100,1
11/03/2020,23:59,中山,68,0
11/03/2020,23:59,陽江,14,0
11/03/2020,23:59,湛江,22,0
11/03/2020,23:59,肇慶,19,1
11/03/2020,23:59,清遠,12,0
11/03/2020,23:59,揭陽,8,0
11/03/2020,23:59,河源,4,0
11/03/2020,23:59,江門,23,0
11/03/2020,23:59,茂名,14,0
11/03/2020,23:59,潮州,5,0
