更新日期,更新時間,國家/地區,累計確診個案數目,過去14天新增報告確診個案數目,當中累計死亡個案數目,備註
26/03/2020,10:00,阿富汗,74,70,1,
26/03/2020,10:00,阿爾巴尼亞,146,144,5,
26/03/2020,10:00,阿爾及利亞,264,247,17,
26/03/2020,10:00,安道爾,188,187,1,
26/03/2020,10:00,安哥拉,2,2,0,
26/03/2020,10:00,安提瓜和巴布達,3,3,0,
26/03/2020,10:00,阿根廷,301,284,4,
26/03/2020,10:00,亞美尼亞,265,264,0,
26/03/2020,10:00,阿魯巴,12,12,0,
26/03/2020,10:00,澳洲,2252,2140,8,
26/03/2020,10:00,奧地利,5282,5036,30,
26/03/2020,10:00,阿塞拜疆,87,78,1,
26/03/2020,10:00,巴哈馬,4,4,0,
26/03/2020,10:00,巴林,392,282,3,
26/03/2020,10:00,孟加拉,39,36,4,
26/03/2020,10:00,巴巴多斯,18,18,0,
26/03/2020,10:00,白俄羅斯,81,72,0,
26/03/2020,10:00,比利時,4269,4002,122,
26/03/2020,10:00,伯利茲,1,1,0,
26/03/2020,10:00,貝寧,5,5,0,
26/03/2020,10:00,百慕達,6,6,0,
26/03/2020,10:00,不丹,2,1,0,
26/03/2020,10:00,玻利維亞,28,26,0,
26/03/2020,10:00,波斯尼亞和黑塞哥維那,164,160,2,
26/03/2020,10:00,巴西,2201,2167,46,
26/03/2020,10:00,文萊,104,103,0,
26/03/2020,10:00,保加利亞,220,210,3,
26/03/2020,10:00,布基納法索,114,112,3,
26/03/2020,10:00,佛得角,3,3,0,
26/03/2020,10:00,柬埔寨,91,88,0,
26/03/2020,10:00,喀麥隆,72,70,1,
26/03/2020,10:00,加拿大,1739,1646,25,
26/03/2020,10:00,開曼群島,5,5,1,
26/03/2020,10:00,中非共和國,4,4,0,
26/03/2020,10:00,乍得,3,3,0,
26/03/2020,10:00,智利,922,905,2,
26/03/2020,10:00,哥倫比亞,306,303,3,
26/03/2020,10:00,剛果,4,4,0,
26/03/2020,10:00,哥斯達黎加,177,164,2,
26/03/2020,10:00,象牙海岸,72,72,0,
26/03/2020,10:00,克羅地亞,382,366,1,
26/03/2020,10:00,古巴,48,48,1,
26/03/2020,10:00,庫拉索,6,6,1,
26/03/2020,10:00,塞浦路斯,124,122,3,
26/03/2020,10:00,捷克,1394,1333,3,
26/03/2020,10:00,剛果民主共和國,45,44,2,
26/03/2020,10:00,丹麥,1591,1329,32,
26/03/2020,10:00,吉布提,3,3,0,
26/03/2020,10:00,多米尼克國,2,2,0,
26/03/2020,10:00,多米尼加共和國,312,307,6,
26/03/2020,10:00,厄瓜多爾,1049,1034,27,
26/03/2020,10:00,埃及,402,343,20,
26/03/2020,10:00,薩爾瓦多,5,5,0,
26/03/2020,10:00,赤道幾內亞,6,6,0,
26/03/2020,10:00,厄立特里亞國,1,1,0,
26/03/2020,10:00,愛沙尼亞,369,356,0,
26/03/2020,10:00,斯威士蘭,4,4,0,
26/03/2020,10:00,埃塞俄比亞,12,12,0,
26/03/2020,10:00,法羅群島,122,120,0,
26/03/2020,10:00,斐濟群島,4,4,0,
26/03/2020,10:00,芬蘭,792,752,1,
26/03/2020,10:00,法國,25233,22952,1331,
26/03/2020,10:00,法屬圭亞那,23,18,0,
26/03/2020,10:00,法屬波利尼西亞,25,25,0,
26/03/2020,10:00,加蓬,6,6,1,
26/03/2020,10:00,岡比亞,2,2,0,
26/03/2020,10:00,格魯吉亞,73,50,0,
26/03/2020,10:00,德國,31554,29987,149,
26/03/2020,10:00,加納,53,53,2,
26/03/2020,10:00,直布羅陀,15,14,0,
26/03/2020,10:00,希臘,743,654,20,
26/03/2020,10:00,格陵蘭,4,4,0,
26/03/2020,10:00,格林納達,1,1,0,
26/03/2020,10:00,瓜地洛普,73,73,0,
26/03/2020,10:00,關島,32,32,1,
26/03/2020,10:00,危地馬拉,21,21,1,
26/03/2020,10:00,根西島,23,22,0,
26/03/2020,10:00,畿內亞,4,4,0,
26/03/2020,10:00,圭亞那,5,5,1,
26/03/2020,10:00,海地,7,7,0,
26/03/2020,10:00,教廷,1,0,0,
26/03/2020,10:00,洪都拉斯,30,30,0,
26/03/2020,10:00,香港特別行政區,411,281,4,包括1宗疑似個案
26/03/2020,10:00,匈牙利,226,213,10,
26/03/2020,10:00,冰島,648,587,2,
26/03/2020,10:00,印度,562,502,9,
26/03/2020,10:00,印尼,686,659,55,
26/03/2020,10:00,伊朗,27017,18017,2077,
26/03/2020,10:00,伊拉克,316,255,27,
26/03/2020,10:00,愛爾蘭,1329,1295,7,
26/03/2020,10:00,人島,23,23,0,
26/03/2020,10:00,以色列,2170,2095,5,
26/03/2020,10:00,意大利,74386,61924,7503,
26/03/2020,10:00,牙買加,21,20,1,
26/03/2020,10:00,日本,1291,671,45,不包括712宗確診個案為郵輪乘客/船員 (當中包括10宗死亡個案)
26/03/2020,10:00,澤西,16,16,0,
26/03/2020,10:00,約旦,153,152,0,
26/03/2020,10:00,哈薩克斯坦,79,79,0,
26/03/2020,10:00,肯雅,25,25,0,
26/03/2020,10:00,韓國,9241,1372,131,
26/03/2020,10:00,科索沃,63,63,1,
26/03/2020,10:00,科威特,195,126,0,
26/03/2020,10:00,吉爾吉斯坦,42,42,0,
26/03/2020,10:00,老撾,2,2,0,
26/03/2020,10:00,拉脫維亞,197,189,0,
26/03/2020,10:00,黎巴嫩,304,263,4,
26/03/2020,10:00,利比里亞,3,3,0,
26/03/2020,10:00,利比亞,1,1,0,
26/03/2020,10:00,列支敦士登,47,46,0,
26/03/2020,10:00,立陶宛,209,208,2,
26/03/2020,10:00,盧森堡,1099,1094,8,
26/03/2020,10:00,澳門特別行政區,31,21,0,
26/03/2020,10:00,馬達加斯加,19,19,0,
26/03/2020,10:00,中國內地,81285,492,3287,
26/03/2020,10:00,馬來西亞,1624,1495,16,
26/03/2020,10:00,馬爾代夫,13,5,0,
26/03/2020,10:00,馬耳他,120,116,0,
26/03/2020,10:00,馬提尼克島,57,54,0,
26/03/2020,10:00,毛里塔尼亞,2,2,0,
26/03/2020,10:00,毛里求斯,42,42,2,
26/03/2020,10:00,馬約特島,30,30,0,
26/03/2020,10:00,墨西哥,370,363,4,
26/03/2020,10:00,摩納哥,23,22,0,
26/03/2020,10:00,蒙古,10,9,0,
26/03/2020,10:00,黑山,29,29,0,
26/03/2020,10:00,蒙特塞拉特島,1,1,0,
26/03/2020,10:00,摩洛哥,170,167,5,
26/03/2020,10:00,莫桑比克,3,3,0,
26/03/2020,10:00,緬甸,3,3,0,
26/03/2020,10:00,納米比亞,4,4,0,
26/03/2020,10:00,尼泊爾,2,1,0,
26/03/2020,10:00,荷蘭,5560,5057,276,
26/03/2020,10:00,新喀里多尼亞,10,10,0,
26/03/2020,10:00,新西蘭,189,184,0,
26/03/2020,10:00,尼加拉瓜,2,2,0,
26/03/2020,10:00,尼日爾,2,2,0,
26/03/2020,10:00,尼日利亞,42,40,0,
26/03/2020,10:00,北馬其頓,148,141,2,
26/03/2020,10:00,挪威,2566,2289,10,
26/03/2020,10:00,阿曼,99,81,0,
26/03/2020,10:00,巴基斯坦,991,975,7,
26/03/2020,10:00,巴勒斯坦,60,34,0,
26/03/2020,10:00,巴拿馬,345,337,6,
26/03/2020,10:00,巴布亞新幾內亞,1,1,0,
26/03/2020,10:00,巴拉圭,27,19,2,
26/03/2020,10:00,秘魯,416,405,5,
26/03/2020,10:00,菲律賓,552,503,35,
26/03/2020,10:00,波蘭,901,879,10,
26/03/2020,10:00,葡萄牙,2362,2321,33,
26/03/2020,10:00,波多黎各,39,39,2,
26/03/2020,10:00,卡塔爾,526,264,0,
26/03/2020,10:00,摩爾多瓦共和國,125,122,1,
26/03/2020,10:00,留尼旺島,83,83,0,
26/03/2020,10:00,羅馬尼亞,762,747,11,
26/03/2020,10:00,俄羅斯,658,651,0,
26/03/2020,10:00,盧旺達,40,40,0,
26/03/2020,10:00,聖巴泰勒米,3,2,0,
26/03/2020,10:00,聖盧西亞,3,3,0,
26/03/2020,10:00,聖馬丁,8,6,0,
26/03/2020,10:00,聖文森特和格林納丁斯,1,1,0,
26/03/2020,10:00,聖馬力諾,187,124,21,
26/03/2020,10:00,沙特阿拉伯,767,747,1,
26/03/2020,10:00,塞內加爾,86,82,0,
26/03/2020,10:00,塞爾維亞,303,291,3,
26/03/2020,10:00,塞舌爾,7,7,0,
26/03/2020,10:00,新加坡,564,386,2,
26/03/2020,10:00,聖馬丁(荷蘭加勒比地區),2,2,0,
26/03/2020,10:00,斯洛伐克,204,197,0,
26/03/2020,10:00,斯洛文尼亞,480,449,3,
26/03/2020,10:00,索馬里,1,1,0,
26/03/2020,10:00,南非,554,547,0,
26/03/2020,10:00,西班牙,47610,45470,3434,
26/03/2020,10:00,斯里蘭卡,102,101,0,
26/03/2020,10:00,蘇丹,3,3,1,
26/03/2020,10:00,蘇里南,6,6,0,
26/03/2020,10:00,瑞典,2272,1946,36,
26/03/2020,10:00,瑞士,8789,8144,86,
26/03/2020,10:00,敘利亞,1,1,0,
26/03/2020,10:00,台灣,235,187,2,
26/03/2020,10:00,泰國,934,875,4,
26/03/2020,10:00,東帝汶,1,1,0,
26/03/2020,10:00,多哥,20,19,0,
26/03/2020,10:00,千里達及多巴哥,57,57,0,
26/03/2020,10:00,突尼斯,114,108,3,
26/03/2020,10:00,土耳其,1872,1872,44,
26/03/2020,10:00,特克斯和凱科斯群島,1,1,0,
26/03/2020,10:00,烏干達,9,9,0,
26/03/2020,10:00,烏克蘭,113,112,4,
26/03/2020,10:00,阿聯酋,248,174,2,
26/03/2020,10:00,英國,9529,9073,463,
26/03/2020,10:00,坦桑尼亞,12,12,0,
26/03/2020,10:00,美國,54453,53515,737,不包括美國包機返國人士：46宗(鑽石公主號)和3宗(武漢)
26/03/2020,10:00,美屬維爾京群島,17,17,0,
26/03/2020,10:00,烏拉圭,162,162,0,
26/03/2020,10:00,烏茲別克斯坦,50,50,0,
26/03/2020,10:00,委內瑞拉,77,77,0,
26/03/2020,10:00,越南,134,99,0,
26/03/2020,10:00,贊比亞,3,3,0,
26/03/2020,10:00,津巴布韋,2,2,1,
27/03/2020,10:00,阿富汗,80,76,2,
27/03/2020,10:00,阿爾巴尼亞,174,172,5,
27/03/2020,10:00,阿爾及利亞,264,247,17,
27/03/2020,10:00,安道爾,213,212,3,
27/03/2020,10:00,安哥拉,2,2,0,
27/03/2020,10:00,安提瓜和巴布達,3,3,0,
27/03/2020,10:00,阿根廷,387,368,6,
27/03/2020,10:00,亞美尼亞,290,289,0,
27/03/2020,10:00,阿魯巴,19,19,0,
27/03/2020,10:00,澳洲,2799,2673,11,
27/03/2020,10:00,奧地利,5888,5527,34,
27/03/2020,10:00,阿塞拜疆,93,84,2,
27/03/2020,10:00,巴哈馬,5,5,0,
27/03/2020,10:00,巴林,419,230,4,
27/03/2020,10:00,孟加拉,39,36,4,
27/03/2020,10:00,巴巴多斯,18,18,0,
27/03/2020,10:00,白俄羅斯,86,74,0,
27/03/2020,10:00,比利時,4937,4538,178,
27/03/2020,10:00,伯利茲,2,2,0,
27/03/2020,10:00,貝寧,5,5,0,
27/03/2020,10:00,百慕達,7,7,0,
27/03/2020,10:00,不丹,2,1,0,
27/03/2020,10:00,玻利維亞,39,37,0,
27/03/2020,10:00,波斯尼亞和黑塞哥維那,173,169,3,
27/03/2020,10:00,巴西,2433,2381,57,
27/03/2020,10:00,文萊,109,97,0,
27/03/2020,10:00,保加利亞,242,235,3,
27/03/2020,10:00,布基納法索,146,144,3,
27/03/2020,10:00,佛得角,3,3,0,
27/03/2020,10:00,柬埔寨,96,93,0,
27/03/2020,10:00,喀麥隆,70,68,1,
27/03/2020,10:00,加拿大,3409,3271,35,
27/03/2020,10:00,開曼群島,8,8,1,
27/03/2020,10:00,中非共和國,5,5,0,
27/03/2020,10:00,乍得,3,3,0,
27/03/2020,10:00,智利,1142,1119,3,
27/03/2020,10:00,哥倫比亞,470,461,4,
27/03/2020,10:00,剛果,4,4,0,
27/03/2020,10:00,哥斯達黎加,201,188,2,
27/03/2020,10:00,象牙海岸,80,79,0,
27/03/2020,10:00,克羅地亞,418,402,1,
27/03/2020,10:00,古巴,57,57,1,
27/03/2020,10:00,庫拉索,6,6,1,
27/03/2020,10:00,塞浦路斯,132,126,3,
27/03/2020,10:00,捷克,1654,1538,6,
27/03/2020,10:00,剛果民主共和國,51,50,3,
27/03/2020,10:00,丹麥,1724,1050,34,
27/03/2020,10:00,吉布提,12,12,0,
27/03/2020,10:00,多米尼克國,7,7,0,
27/03/2020,10:00,多米尼加共和國,392,387,10,
27/03/2020,10:00,厄瓜多爾,1211,1194,29,
27/03/2020,10:00,埃及,456,389,21,
27/03/2020,10:00,薩爾瓦多,13,13,0,
27/03/2020,10:00,赤道幾內亞,6,6,0,
27/03/2020,10:00,厄立特里亞國,4,4,0,
27/03/2020,10:00,愛沙尼亞,404,391,1,
27/03/2020,10:00,斯威士蘭,4,4,0,
27/03/2020,10:00,埃塞俄比亞,12,12,0,
27/03/2020,10:00,法羅群島,132,130,0,
27/03/2020,10:00,斐濟群島,5,5,0,
27/03/2020,10:00,芬蘭,880,771,3,
27/03/2020,10:00,法國,25233,22357,1331,
27/03/2020,10:00,法屬圭亞那,28,23,0,
27/03/2020,10:00,法屬波利尼西亞,25,24,0,
27/03/2020,10:00,加蓬,6,6,1,
27/03/2020,10:00,岡比亞,2,2,0,
27/03/2020,10:00,格魯吉亞,77,54,0,
27/03/2020,10:00,德國,36508,34139,198,
27/03/2020,10:00,加納,68,68,2,
27/03/2020,10:00,直布羅陀,26,25,0,
27/03/2020,10:00,希臘,821,688,22,
27/03/2020,10:00,格陵蘭,5,5,0,
27/03/2020,10:00,格林納達,1,1,0,
27/03/2020,10:00,瓜地洛普,76,76,0,
27/03/2020,10:00,關島,37,37,1,
27/03/2020,10:00,危地馬拉,24,24,1,
27/03/2020,10:00,根西島,30,29,0,
27/03/2020,10:00,畿內亞,4,4,0,
27/03/2020,10:00,幾內亞比紹,2,2,0,
27/03/2020,10:00,圭亞那,5,5,1,
27/03/2020,10:00,海地,8,8,0,
27/03/2020,10:00,教廷,4,3,0,
27/03/2020,10:00,洪都拉斯,52,50,0,
27/03/2020,10:00,香港特別行政區,454,322,4,包括1宗疑似個案
27/03/2020,10:00,匈牙利,261,248,10,
27/03/2020,10:00,冰島,737,676,2,
27/03/2020,10:00,印度,649,576,13,
27/03/2020,10:00,印尼,790,756,58,
27/03/2020,10:00,伊朗,29406,19331,2234,
27/03/2020,10:00,伊拉克,346,276,29,
27/03/2020,10:00,愛爾蘭,1564,1494,9,
27/03/2020,10:00,人島,23,23,0,
27/03/2020,10:00,以色列,2369,2294,5,
27/03/2020,10:00,意大利,80539,65426,8165,
27/03/2020,10:00,牙買加,26,25,1,
27/03/2020,10:00,日本,1387,712,46,不包括712宗確診個案為郵輪乘客/船員 (當中包括10宗死亡個案)
27/03/2020,10:00,澤西,18,18,0,
27/03/2020,10:00,約旦,172,171,0,
27/03/2020,10:00,哈薩克斯坦,97,97,0,
27/03/2020,10:00,肯雅,25,25,0,
27/03/2020,10:00,韓國,9332,1353,139,
27/03/2020,10:00,科索沃,71,71,1,
27/03/2020,10:00,科威特,208,128,0,
27/03/2020,10:00,吉爾吉斯坦,44,44,0,
27/03/2020,10:00,老撾,3,3,0,
27/03/2020,10:00,拉脫維亞,221,205,0,
27/03/2020,10:00,黎巴嫩,333,267,4,
27/03/2020,10:00,利比里亞,3,3,0,
27/03/2020,10:00,利比亞,1,1,0,
27/03/2020,10:00,列支敦士登,51,50,0,
27/03/2020,10:00,立陶宛,274,271,4,
27/03/2020,10:00,盧森堡,1333,1316,8,
27/03/2020,10:00,澳門特別行政區,33,23,0,
27/03/2020,10:00,馬達加斯加,19,19,0,
27/03/2020,10:00,中國內地,81340,527,3292,
27/03/2020,10:00,馬來西亞,1796,1638,19,
27/03/2020,10:00,馬爾代夫,13,5,0,
27/03/2020,10:00,馬里,2,2,0,
27/03/2020,10:00,馬耳他,129,123,0,
27/03/2020,10:00,馬提尼克島,66,63,1,
27/03/2020,10:00,毛里塔尼亞,2,2,0,
27/03/2020,10:00,毛里求斯,47,47,2,
27/03/2020,10:00,馬約特島,35,35,0,
27/03/2020,10:00,墨西哥,478,467,5,
27/03/2020,10:00,摩納哥,19,18,0,
27/03/2020,10:00,蒙古,10,9,0,
27/03/2020,10:00,黑山,52,52,1,
27/03/2020,10:00,蒙特塞拉特島,2,2,0,
27/03/2020,10:00,摩洛哥,225,220,6,
27/03/2020,10:00,莫桑比克,5,5,0,
27/03/2020,10:00,緬甸,3,3,0,
27/03/2020,10:00,納米比亞,5,5,0,
27/03/2020,10:00,尼泊爾,3,2,0,
27/03/2020,10:00,荷蘭,6412,5798,356,
27/03/2020,10:00,新喀里多尼亞,14,14,0,
27/03/2020,10:00,新西蘭,262,257,0,
27/03/2020,10:00,尼加拉瓜,2,2,0,
27/03/2020,10:00,尼日爾,2,2,0,
27/03/2020,10:00,尼日利亞,46,44,1,
27/03/2020,10:00,北馬其頓,177,170,2,
27/03/2020,10:00,挪威,2916,2427,12,
27/03/2020,10:00,阿曼,99,81,0,
27/03/2020,10:00,巴基斯坦,1057,1038,8,
27/03/2020,10:00,巴勒斯坦,64,38,1,
27/03/2020,10:00,巴拿馬,558,548,8,
27/03/2020,10:00,巴布亞新幾內亞,1,1,0,
27/03/2020,10:00,巴拉圭,41,36,3,
27/03/2020,10:00,秘魯,480,463,9,
27/03/2020,10:00,菲律賓,636,584,38,
27/03/2020,10:00,波蘭,1051,1007,14,
27/03/2020,10:00,葡萄牙 ,2995,2954,43,
27/03/2020,10:00,波多黎各,51,51,2,
27/03/2020,10:00,卡塔爾,537,275,0,
27/03/2020,10:00,摩爾多瓦共和國,149,145,1,
27/03/2020,10:00,留尼旺島,94,94,0,
27/03/2020,10:00,羅馬尼亞,906,858,13,
27/03/2020,10:00,俄羅斯,840,820,2,
27/03/2020,10:00,盧旺達,41,41,0,
27/03/2020,10:00,聖巴泰勒米,3,2,0,
27/03/2020,10:00,聖基茨和尼維斯,2,2,0,
27/03/2020,10:00,聖盧西亞,3,3,0,
27/03/2020,10:00,聖馬丁,11,9,0,
27/03/2020,10:00,聖文森特和格林納丁斯,1,1,0,
27/03/2020,10:00,聖馬力諾,208,145,21,
27/03/2020,10:00,沙特阿拉伯,900,879,2,
27/03/2020,10:00,塞內加爾,99,95,0,
27/03/2020,10:00,塞爾維亞,384,365,4,
27/03/2020,10:00,塞舌爾,7,7,0,
27/03/2020,10:00,新加坡,683,496,2,
27/03/2020,10:00,聖馬丁(荷蘭加勒比地區),2,2,0,
27/03/2020,10:00,斯洛伐克,216,206,0,
27/03/2020,10:00,斯洛文尼亞,528,471,4,
27/03/2020,10:00,索馬里,2,2,0,
27/03/2020,10:00,南非,709,696,0,
27/03/2020,10:00,西班牙,56188,53223,4089,
27/03/2020,10:00,斯里蘭卡,102,100,0,
27/03/2020,10:00,蘇丹,3,3,1,
27/03/2020,10:00,蘇里南,7,7,0,
27/03/2020,10:00,瑞典,2510,1890,42,
27/03/2020,10:00,瑞士,9714,8900,103,
27/03/2020,10:00,敘利亞,5,5,0,
27/03/2020,10:00,台灣,252,203,2,
27/03/2020,10:00,泰國,934,864,4,
27/03/2020,10:00,東帝汶,1,1,0,
27/03/2020,10:00,多哥,23,22,0,
27/03/2020,10:00,千里達及多巴哥,60,60,1,
27/03/2020,10:00,突尼斯,173,167,5,
27/03/2020,10:00,土耳其,2433,2432,59,
27/03/2020,10:00,特克斯和凱科斯群島,1,1,0,
27/03/2020,10:00,烏干達,14,14,0,
27/03/2020,10:00,烏克蘭,156,155,5,
27/03/2020,10:00,阿聯酋,333,259,2,
27/03/2020,10:00,英國,11658,11064,578,
27/03/2020,10:00,坦桑尼亞,13,13,0,
27/03/2020,10:00,美國,68440,67225,994,
27/03/2020,10:00,美屬維爾京群島,17,17,0,
27/03/2020,10:00,烏拉圭,217,217,0,
27/03/2020,10:00,烏茲別克斯坦,65,65,0,
27/03/2020,10:00,委內瑞拉,91,91,0,
27/03/2020,10:00,越南,141,102,0,
27/03/2020,10:00,贊比亞,3,3,0,
27/03/2020,10:00,津巴布韋,2,2,1,
